Location name,Amount spent (CHF)
Aargau,246
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,173
Basel-Landschaft,1807
Bern,322
Canton of Geneva,467
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,370
Fribourg,≤100
Graubünden,≤100
Jura,≤100
Luzern,≤100
Neuchâtel,≤100
Schaffhausen,≤100
Schwyz,≤100
Solothurn,108
Thurgau,≤100
Ticino,120
Unknown,≤100
Uri,≤100
Valais,≤100
Vaud,294
Zug,≤100
Zürich,9632
