Location name,Amount spent (MYR)
Johor,310
Kedah,213
Kelantan,≤100
Kuala Lumpur,428
Labuan,≤100
Malacca,≤100
Negeri Sembilan,115
Pahang,219
Penang,152
Perak,216
Perlis,≤100
Putrajaya,≤100
Sabah,238
Sarawak,189
Selangor,707
Terengganu,≤100
