Location name,Amount spent (BRL)
Acre (state),658
Alagoas,2819
Amapá,616
Amazonas,4391
Bahia,19494
Ceará,9834
Espírito Santo,5243
Federal District,4638
Goiás,7188
Maranhão,5980
Mato Grosso,6468
Mato Grosso do Sul,4522
Minas Gerais,28493
Paraná,10052
Paraíba,4669
Pará,8349
Pernambuco,9214
Piauí,2988
Rio Grande do Norte,3526
Rio Grande do Sul,10562
Rio de Janeiro (state),25720
Rondônia,1643
Roraima,1248
Santa Catarina,9426
Sergipe,2768
São Paulo (state),73517
Tocantins,1648
Unknown,≤100
