Location name,Amount spent (CHF)
Aargau,362
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,260
Basel-Landschaft,107
Bern,540
Canton of Geneva,603
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,256
Fribourg,228
Graubünden,≤100
Jura,≤100
Luzern,217
Neuchâtel,≤100
Schaffhausen,≤100
Schwyz,≤100
Solothurn,146
Thurgau,133
Ticino,121
Unknown,≤100
Uri,≤100
Valais,189
Vaud,403
Zug,≤100
Zürich,1156
