Page ID,Page name,Disclaimer,Amount spent (GBP),Number of ads in Library
102639461303190,Fair Pay For All,Fair Pay For All,7984,256
106626487721376,Amazon Europe,Amazon Europe,6460,14
7715002593,UNICEF UK,Unicef UK,6351,33
190330747706140,UNISON,UNISON,3075,12
348366988862054,Oxfam Campaigns,Oxfam Great Britain,2867,13
7214031395,Oxfam Great Britain,Oxfam Great Britain,2287,66
311627208673,WWF UK,WWF UK,2210,59
110861655604080,Friends of the Earth,Friends of the Earth (EWNI),2059,29
9250349228,Greenpeace UK,Greenpeace UK,2058,64
7527864602,WaterAid UK,WaterAid UK,1233,49
569834799727730,National Grid UK,National Grid UK,1158,51
799576543492660,The Week Junior,The Week Junior,1151,35
117476785190,Save the Children UK,Save the Children UK,1116,40
365948210785448,Criminal Injuries Helpline,Criminal Injuries Helpline,994,20
121936349543,World Vision UK,World Vision UK,939,43
101602743218479,Stop It Now! UK and Ireland,"Stop It Now! UK and Ireland, The Lucy Faithfull Foundation",908,13
10677003998,Shelter,Shelter,853,181
101958682650112,ESG UK,Energy Saving Grants,827,107
26698813123,British Red Cross,British Red Cross,820,34
107509044383300,Médecins Sans Frontières / Doctors Without Borders (MSF),Médecins Sans Frontières / Doctors Without Borders (MSF),797,16
34044296391,Surfers Against Sewage,Surfers Against Sewage,794,99
10114144851,NSPCC,NSPCC,752,8
177855115588808,The Week UK,The Week UK,696,32
108951391565231,Help to Heat,Huw John Llewellyn,676,27
105298484651843,SME Climate Hub,SME Climate Hub,645,12
109602554296513,Your Funded Energy Solution,Huw John Llewellyn,624,25
186622728032,RSPB,RSPB,590,84
18168505158,The Woodland Trust,Woodland Trust,589,23
281470843253,Dying Matters,Hospice UK,580,2
55984857501,Open Doors UK & Ireland,Open Doors with Brother Andrew,578,6
353224381469808,ifaw,IFAW,569,34
47612991154,Dignity in Dying,Dignity in Dying,519,30
1450681158291594,Counter Terrorism Policing,UK Counter Terrorism Policing,500,3
220543443746,International Rescue Committee - UK,International Rescue Committee UK,487,14
111956985487415,Social Democratic and Labour Party,Social Democratic and Labour Party (SDLP),478,30
123311187737843,GSK,GSK,440,6
1660600037490738,Guardian Labs,Guardian Labs,412,18
112712550420527,Ekō UK,Ekō,393,1
