Location name,Amount spent (CHF)
Aargau,2190
Appenzell Ausserrhoden,128
Appenzell Innerrhoden,≤100
Basel-City,1580
Basel-Landschaft,547
Bern,4179
Canton of Geneva,4647
Canton of Glarus,116
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,1795
Fribourg,1529
Graubünden,1017
Jura,212
Luzern,1175
Neuchâtel,1118
Schaffhausen,755
Schwyz,347
Solothurn,1196
Thurgau,863
Ticino,732
Unknown,≤100
Uri,≤100
Valais,1145
Vaud,4363
Zug,876
Zürich,7788
