Page ID,Page name,Disclaimer,Amount spent (PHP),Number of ads in Library
108275365284886,Doc Tony Golez,Para Sa Bayan,72552,34
100350202335117,Benhur Abalos,Supporters and Friends of Benhur Abalos,50913,11
107853288892129,Don Artes,RAM,7094,10
128057147245421,San Mig Light,San Mig Light,6865,1
263066651005055,"Ramon Bong Revilla, Jr.","Ramon Bong Revilla, Jr.",5798,2
265779500134955,SM Supermalls,SM Supermalls,5216,2
200480966638039,Supremacy 1914,These ads ran without a disclaimer,4137,2
197727873578501,Senator Migz Zubiri,Senator Migz Zubiri,3082,1
109322002065194,EKIS,EKIS,2827,6
330818486937353,John Dalipe - Page,John Dalipe - Page,2750,4
701517253228758,DOSTv,DOSTv,2729,8
100155158432600,The Health Center PH,The Best Healthctr Hub Ph,2584,4
547821942058909,Pilipinas Today,WFPH,2566,27
100406438859954,Fight Illicit Trade,Fight Illicit Trade,2262,2
101538478280535,Rodante Marcoleta,Danica Patt Pulgo Guevarra,2194,1
495629064258114,Lolita Karen Javier,Amor U. Nacional,2112,3
110906614080083,Ang Realidad PH,Clutchmedia,2047,2
1759941490758280,Jerry Treñas,Ma. Ruthmar Ignacio Gabileo,1931,26
1387404457997862,Cong Bingo Matugas,Cong Bingo Matugas,1891,6
1840292579606063,Jam Jam Baronda,Jam Jam Baronda,1700,6
360722237731669,Mayor Cezanne Fritz H. Diaz,Ronald Policarpio Olarte,1696,1
220125414691980,Philusa Corporation,Philusa Corporation,1685,4
1714745698802895,Celso Lobregat,Celso Lorenza Lobregat Iii,1508,1
257830240980106,Ronnie Dadivas,Roxas City United,1446,5
115769773456162,Political Circus of the Philippines,PBJ Mediaworks,1424,1
1485006188181879,WES Gatchalian,WES Gatchalian,1413,2
122799741066892,National Youth Commission,National Youth Commission,1289,1
186667502068528,Larry De Costa,WFPH,1263,12
1380167115635985,LEDS Clothing,LEDS Clothing,1244,11
1512452085732585,Stratbase ADR Institute,Stratbase ADR Institute,1210,8
126919387470670,Rufus B. Rodriguez,Rufus Bautista Rodriguez,1195,7
882433785480661,"Adrian Jay ""AJ"" Advincula",Klaeford Crispin,1180,4
115419768085260,Lokal,Lokal,1155,2
121096004646927,"Pablo John ""PJ"" Garcia",Friends of PJ Garcia,1121,9
109515814905110,4Ps Party-list,4Ps Party-list,1109,1
509834572400899,Nancy Binay,Maria Lourdes Nancy Binay Angeles,1076,1
103206424893248,Davao Consumer Movement,Davao Consumer Movement,1007,5
113192036820162,Prof. Soc Anthony del Rosario,We Care Incorporated,1005,2
858312984260630,TOP Creamery,Top Creamery,990,3
223618785182273,Pilipinas,WFPH,956,9
1950273215252524,Aboitiz Power Corporation,Aboitiz Power Corporation,882,1
1030706640379655,Pilipinas: Coal Free by 2030,Coal Free Philippines,876,3
585583411583810,ONE CAVITE,ONE CAVITE,831,1
386570178125149,Senator Win Gatchalian,Senator Win Gatchalian,830,1
154519977908138,Department of Social Welfare and Development,Department of Social Welfare and Development,819,2
103401515144127,Atty. Migs Nograles,Atty. Migs Nograles,782,28
269175894020945,Pilipinas Today,WFPH,760,8
112952897079549,Energy Development Corporation,Energy Development Corporation,737,5
774149009339209,The Climate Reality Project Philippines,The Climate Reality Project Philippines,656,9
705660422953865,About Metro Pacific,WFPH,641,6
163550757135020,News5,News5,588,4
104955062184489,BBM Movement,UEEI Consorcia Inc,584,1
100170811672425,Pilipinas Today Kyusi,WFPH,573,7
100985303377,Valenzuela City,Valenzuela City,571,2
104123408073601,"Nikki Prieto-Teodoro, Philippine Special Envoy to Unicef",Maria Lourdes Acosta Gammad,556,1
