Location name,Amount spent (VEF)
Amazonas,≤100
Anzoátegui,4545464
Apure,750000
Aragua,4992444
Barinas,2750000
Bolívar (state),3922456
Capital District,13768825
Carabobo,7027421
Cojedes,444995
Delta Amacuro,250000
Falcón,2000000
Guárico,902490
Lara,5000000
Miranda (state),3387462
Monagas,1027488
Mérida,1799980
Nueva Esparta,750000
Portuguesa,1250000
Sucre,1000000
Trujillo,1000000
Táchira,4750000
Unknown,≤100
Vargas,1000000
Yaracuy,1250000
Zulia,10500000
