Location name,Amount spent (BRL)
Acre (state),364
Alagoas,1473
Amapá,474
Amazonas,4323
Bahia,6805
Ceará,5813
Espírito Santo,2626
Federal District,2762
Goiás,4935
Maranhão,3023
Mato Grosso,3432
Mato Grosso do Sul,2114
Minas Gerais,21597
Paraná,8597
Paraíba,2036
Pará,3585
Pernambuco,6596
Piauí,1857
Rio Grande do Norte,1955
Rio Grande do Sul,8471
Rio de Janeiro (state),21039
Rondônia,1035
Roraima,417
Santa Catarina,6781
Sergipe,1545
São Paulo (state),46450
Tocantins,774
Unknown,≤100
