Location name,Amount spent (EUR)
Burgenland,212
Carinthia,343
Lower Austria,1128
Salzburg,344
Styria,1126
Tyrol,384
Unknown,≤100
Upper Austria,1065
Vienna,2217
Vorarlberg,214
