Location name,Amount spent (EUR)
Aruba,≤100
"Bonaire, Sint Eustatius and Saba",≤100
Curaçao,≤100
Drenthe,519
Flevoland,366
Friesland,600
Gelderland,1876
Groningen,592
Limburg,992
Noord-Holland,3408
North Brabant,2056
Overijssel,975
Sint Maarten,≤100
Unknown,≤100
Utrecht,1292
Zeeland,286
Zuid-Holland,3755
