Page ID,Page name,Disclaimer,Amount spent (INR),Number of ads in Library
568928239883450,The Times Of A Better India,The Times Of A Better India,59820,17
105311899249332,Corruption Nath,corruptionnath.com,57579,49
109937650579639,discovery+,discovery+,42961,42
117766321322298,MP ke Mann Mein Modi,mpkemannmeinmodi.com,38271,25
278423842321236,BJP Rajasthan,Bharatiya Janata Party (BJP),31823,76
100226310084172,University of Reading,These ads ran without a disclaimer,30655,1
108777655527686,Trinamoole Nabo Jowar,Trinamoole Nabo Jowar,22926,5
109545244848137,Crafto,Kutumb App,22860,17
109779048752146,Maharashtra Building and Other Construction worker's welfare Board,OM Enterprises,22098,22
21169267101,Give,Give,20997,30
243524299157863,Pushkar Singh Dhami,Pushkar Singh Dhami,19031,16
245708465537707,Bhupesh Baghel,Bhupesh Baghel,18515,5
330760810293224,HelpAge India,HelpAge India,17413,23
132689140088396,smilefoundation,smilefoundation,17378,36
1709512065823707,Garena Free Fire,These ads ran without a disclaimer,16616,1
103036987747307,Congress Sarkar Bharosa Barkarar,Congress Sarkar Bharosa Barkarar,15856,9
174283119250672,Bal Raksha Bharat,Bal Raksha Bharat,14919,42
100336009730408,Commissioner of Labour,Commissioner of Labour,14767,21
925007000949719,ExxonMobil,These ads ran without a disclaimer,13733,1
479998865355592,Aditya Birla Group,Aditya Birla Group,13091,7
101713962007976,Amrit Mahotsav,Amrit Mahotsav,12901,32
103782051383159,School of Politics,School of Politics,11346,25
105515435289387,Kaka Abhi Zinda Hai,Kaka Abhi Zinda Hai,10980,10
109779048752146,Maharashtra Building and Other Construction worker's welfare Board,Maharashtra Building and Other Construction worker's welfare Board,10929,22
1293402667423924,Bhupesh Hai To Bharosa Hai,Bhupesh Hai To Bharosa Hai,10562,9
124035678141265,Lalluram,Four Corners Multimedia Pvt Ltd,10221,2
114233898263244,Indian Compass Videos,theindiancompass.com,9745,172
150106531736299,BJP West Bengal,Bharatiya Janata Party (BJP),9553,44
100214233049145,Minority Development Department Maharashtra,Minority Development Department Maharashtra,9531,11
107594063255738,Ankur Warikoo,These ads ran without a disclaimer,9366,16
270666596375251,Jhatkaa.org,Jhatkaa.org,8937,28
1521106071438318,CMO Chhattisgarh,Clarion IT,8536,5
108080828884036,Gehlot Phir Se,DesignBoxed,8419,3
1401117106783618,Bjp Chhattisgarh,Bharatiya Janata Party,8347,49
105394228800785,Ganta Narahari,Digital Dhaba,8067,5
1399553863632546,Kolan Hanmanth Reddy,Kolan Hanmanth Reddy,8058,16
707025022641396,Swami Vivekananda Medical Mission,These ads ran without a disclaimer,7846,1
574079826086251,Phir Ek Baar Modi Sarkar,phirekbaarmodisarkar.com,7443,24
1987488401557504,Mahathugbandhan - महाठगबंधन,Mahathugbandhan - महाठगबंधन,7294,20
20386543316,WWF-India,WWF-India,7090,1
605390272841833,Shrirang Appa Barne,The Social,6786,9
698096280212576,Bhatti Vikramarka Mallu,Bhatti Vikramarka Mallu,6558,36
402723946481290,Indian National Congress - Chhattisgarh,Indian National Congress - Chhattisgarh,6205,4
103157676137573,Phir BJP Phir Shivraj,ADG,6021,9
123297034088243,Bhag Bhajpa Ke,Bhag Bhajpa Ke,5994,8
1521106071438318,CMO Chhattisgarh,IVS Corporation,5930,2
110926458261398,Chhattisgarh Yoga Ayog,Chhattisgarh Yoga Ayog,5710,17
316365575140365,Rozana Spokesman,Rozana Spokesman,5338,7
104456999248953,Rajasthan Ro Gaurav Vasundhara,Rajasthan Ro Gaurav Vasundhara,5040,32
147699975283367,Ranajagjitsinha Patil,Trimurti Techserv Pvt. Ltd.,4947,15
165714096933078,Piyush Goyal,Piyush Goyal,4943,2
115369948216654,शासन आपल्या दारी - Shasan Aaplya Dari,Inuxu Digital Media Technologies Private Limited,4659,17
100593272504732,Brand Flex : Business Post & Festival Images,These ads ran without a disclaimer,4539,9
1209878442450676,Gyanesh Sharma,Sangyaa PR Consultant,4460,11
109076322510196,Saviour Education Abroad,Saviour Education Abroad OPC Pvt Ltd,4339,19
142752549111246,Construction World Magazine,Asapp Info Global Services Pvt. Ltd.,4278,11
122113970879506,Nahi Sahega Rajasthan - नहीं सहेगा राजस्थान,Bharatiya Janata Party,4218,28
1503863456597524,Chandrakant Patil,Chandrakant Patil,4123,2
101437656247049,Modi Quotes,Modi Quotes,4123,9
101414632677370,The Fourth,The Fourth,4115,3
317042561720861,Sunil Deodhar,Sunil Deodhar,4108,65
248431212597208,MP बोले फिर भाजपा,MP बोले फिर भाजपा,4050,20
317463093373,The Akshaya Patra Foundation,These ads ran without a disclaimer,3851,1
104736419210593,PACE INDIA,PACE INDIA,3733,5
163406734318092,Sanjeev Singh - Sanju,Sanjeev Singh - Sanju,3673,2
746568209028564,Dr. Basu Eye Hospital,Dr. Basu Eye Hospital,3639,2
395658807511230,International Automobile Centre of Excellence,International Automobile Centre of Excellence (iACE),3553,4
107334185444129,Charitism Global,Charitism Global,3508,1
347324281987085,Deshabhimani - ദേശാഭിമാനി,The Viral Mafia,3494,7
296002831234834,Swapnil Kothari,Swapnil Kothari,3493,4
105815225595031,मोदी साथे राजस्थान,मोदी साथे राजस्थान,3451,15
1418961411498523,Nimrat Kaur,Nimrat Kaur,3333,5
805526169610318,Shubhashray Housing India,shubhashray housing india,3326,5
123405501008524,Mercedes-Benz India,Mercedes-Benz India,3233,1
797927846899300,Flag Foundation of India,Flag Foundation of India,3185,4
102218576103904,Badlaav ki Aandhi Priyanka Gandhi,Badlaav Ki Aandhi Priyanka Gandhi,3025,23
121669029226768,MTV Nishedh,MTV Staying Alive Foundation,2962,5
237787573018376,Ram Mohan Naidu Kinjarapu,Politics for Impact,2796,2
118837474478228,Northeast With NaMo,Northeast With NaMo,2738,51
703726259672921,BJP Telangana,Bharatiya Janata Party (BJP),2561,37
987515101347598,"EGS Department, Maharashtra","EGS Department, Maharashtra",2534,28
108102345201383,Pappu Gappu - पप्पू गप्पू,Pappu Gappu - पप्पू गप्पू,2526,12
301902473766068,முதல்வன் OPS,முதல்வன் OPS,2517,36
424429107582290,BJP Gujarat,BJP Gujarat,2475,41
922534064468145,Capt. Meenu Beniwal,Capt. Meenu Beniwal,2370,1
100460032153199,Jagmohan Singh Raju,Jagmohan Singh Raju,2367,17
1327351450720146,Pradhan Mantri Bhartiya Janaushadhi Pariyojana,Pharmaceuticals & Medical Devices Bureau of India,2323,2
105927732073049,Pandiri Nagireddy,Pandiri Nagireddy,2286,2
189271178483352,Five Lotus Indo German,Five Lotus Indo German,2275,16
102177112507392,Aapanna Hastham,Aapanna Hastham,2262,19
264969777714368,Sandeep Bhardwaj Khalila Panipat Gramin,Sandeep Bhardwaj Khalila Panipat Gramin,2199,22
421179061356837,Eknath Shinde - एकनाथ संभाजी शिंदे,Eknath Shinde - एकनाथ संभाजी शिंदे,2177,12
105671775473178,Jan Suraaj,Jan Suraaj,2154,4
592160907509900,Diya Kumari,Diya Kumari,2154,2
667560657014524,Mahendra Singh Solanki,Swanit Infotech,2136,1
1706371292942156,"Ministry of Development of North Eastern Region, Government of India","Ministry of Development of North Eastern Region, Government of India",2086,23
144633502225184,Jayant Singh,Rashtriya Lok Dal,2083,4
347337386104390,Ramachandra Yadav,Ramachandra Yadav,2070,1
108035561152933,Maha Awaas,Maha Awaas,2046,1
109470364774303,Ellorum Nammudan,DMK,2039,33
155418314920954,Orchid HRD Trainings भाषणकला व राजकीय नेतृत्व कौशल्य प्रशिक्षण,Orchid HRD Trainings भाषणकला व राजकीय नेतृत्व कौशल्य प्रशिक्षण,2033,5
221256415973730,Ankuram IVF,Ankuram IVF,2024,5
121924297508141,Impact Guru Foundation India,Impact Guru Foundation,2023,12
242854309081857,Hanuman Beniwal,Hanuman Beniwal,2022,1
852370551453606,GARP,These ads ran without a disclaimer,2015,2
290805814352519,Aam Aadmi Party,Aam Aadmi Party,2014,6
100735178208398,Udyami India,Samadhan Samiti,1993,2
1980147418956206,Ranjeetsingh Hinduraoji Naik Nimbalkar,Ranjeetsingh Hinduraoji Naik Nimbalkar,1969,2
821027488002818,Focal Skill,Focal Skill Development Private Limited,1946,5
1742889082665547,BJP Mizoram,Bharatiya Janata Party,1905,22
100146859467552,Pirojsha Godrej Foundation,Pirojsha Godrej Foundation,1900,1
999917373375145,VD Sharma,VD Sharma,1878,6
224618077692752,Sanjay Tandon,CosMark Media Pvt Ltd,1868,6
106840304475997,"Tata Steelium, Galvano, GalvaRoS and Colornova",These ads ran without a disclaimer,1826,1
454523591291504,Mahaveer Ranka,Mahaveer Ranka,1754,3
994578073995343,B. L. Verma,B. L. Verma,1726,15
365136584238569,Shiv Deswal,Shiv Deswal,1719,12
105308305533842,Kunwar Lokendra Singh Khejdiya,Kunwar Lokendra Singh Khejdiya,1685,1
256278471555187,Baat Janta Ki,Baat Janta Ki,1683,4
318205675275285,APL Apollo Tubes Limited,APL Apollo Tubes,1680,2
128167023599882,Saran Vaddevalli,KATE Technologies,1680,2
109141098395573,Inclusive Minds,Inclusive Minds,1666,4
105311675800052,Chhattisgarhiya Chaupal-छत्तीसगढ़िया चौपाल,Chhattisgarhiya Chaupal-छत्तीसगढ़िया चौपाल,1615,2
107011868950890,মোদীৰ সৈতে অসম,মোদীৰ সৈতে অসম,1614,33
132689140088396,smilefoundation,Smile Foundation,1606,4
33497111948,Child Rights and You,Child Rights and You,1594,3
111659031904738,RCY For Youth,Digital Wala Company,1581,2
186199704897466,RD Foundation,RD Foundation,1577,4
103206797721245,Tollygunge Trinamool Congress,Tollygunge Trinamool Congress,1571,1
108531050841926,Shanu Yadav,Shanu Yadav,1552,6
596607947182950,Ranjeet Singh Sodala,Ranjeet Singh Sodala,1551,1
138323482894268,Taruni,Taruni,1543,9
334992293683612,Dr. Pramod Sawant,Dr. Pramod Sawant,1540,1
1751588208276057,Vijay Jain,Vijay Jain,1524,13
1039557042789139,BJP Dadra & Nagar Haveli,Bharatiya Janata Party,1516,34
100762542829131,S Satyanarayana Rao,JP Business Solutions,1451,2
110180319077250,ZEE Cinema,These ads ran without a disclaimer,1419,1
107409802039383,Har Haath Shakti,Har Haath Shakti,1406,5
335846976546817,Mandumula Parmeshwar reddy,Mandumula Parmeshwar reddy,1400,5
102584546049699,Kamal Nahi Kamalnath,Kamal Nahi Kamalnath,1362,5
108006512204175,Rahul Yadav,Rahul Yadav,1358,16
201740970560046,Vinod shrivastav,Vinod shrivastav,1355,7
466642616726169,Parul University,Parul University,1349,6
114534581620533,I Support Narendra Bhupendra,I Support Narendra Bhupendra,1339,20
106192635071349,PLPB,PLPB,1335,5
2078242259060363,Kukufm,These ads ran without a disclaimer,1317,2
109761007457435,SriGanesh - Cantonment,SriGanesh - Cantonment,1314,6
293620481336463,Hindavi Graphics,Hindavi Graphics,1277,2
