Location name,Amount spent (CZK)
Central Bohemian Region,9182
Hradec Králové Region,3398
Karlovy Vary Region,1643
Liberec Region,2831
Moravian-Silesian Region,6500
Olomouc Region,3591
Pardubice Region,3199
Plzeň Region,3324
Prague,20481
South Bohemian Region,3674
South Moravian Region,9333
Unknown,≤100
Vysočina Region,3494
Zlín Region,3447
Ústí nad Labem Region,5118
