Location name,Amount spent (TWD)
Changhua,5004
Chiayi,849
Hsinchu,2244
Hsinchu City,4576
Hualien,1698
Kaohsiung,14983
Keelung City,2517
Kinmen,308
Lienchiang,≤100
Miaoli,2130
Nantou,1749
New Taipei City,26414
Penghu,336
Pingtung,3341
Taichung,19979
Tainan,9652
Taipei,22129
Taitung,955
Taoyuan City,16396
Unknown,1826
Yilan,1608
Yunlin,2698
