Page ID,Page name,Disclaimer,Amount spent (EUR),Number of ads in Library
494195290313,Udo Landbauer,FPÖ Niederösterreich,899,24
32984679070,Greenpeace Österreich,Greenpeace Österreich,871,139
327450964017497,NEOS,NEOS,530,40
153442544768108,Die Chemie,FCIO,505,3
59212737281,UNICEF Österreich,UNICEF Österreich,492,120
163811269488,CARE Österreich,CARE Österreich,486,15
205688106131773,Menschen für Menschen - Karlheinz Böhms Äthiopienhilfe (Verein Österreich),"„Menschen für Menschen“, Karlheinz Böhms Äthiopienhilfe, Verein zur Hilfeleistung für Menschen in Entwicklungsländern",450,8
110916767214618,Samariterbund Wien - Helfen wir gemeinsam.,Arbeiter-Samariter-Bund Österreichs Landesverband Wien,405,13
179085222154531,ÖGB,ÖGB,405,10
1977684662509834,Herbert Kickl,FPÖ,404,20
30925241455,Amnesty International Austria,Amnesty International Österreich,377,13
63702522062,WWF Austria,WWF Österreich,284,44
1648447185409375,"Bundesministerium für Land- und Forstwirtschaft, Regionen und Wasserwirtschaft","Bundesministerium für Land- und Forstwirtschaft, Regionen und Wasserwirtschaft",283,1
108046008391888,Zivilschutz.at,Österreichischer Zivilschutzverband,257,27
494395460760962,Helga Krismer,Die Grünen Niederösterreich,238,3
162282402150706,exxpress.at,web eXXpress Medien Holding GmbH,215,24
264595360605,Arbeiterkammer Oberösterreich,Arbeiterkammer Oberösterreich,170,7
193314717777382,Ich tu's für unsere Zukunft,Land Steiermark,165,3
232384033932443,Franz Schnabl,SPÖ Niederösterreich,161,4
124468054313069,Europäisches Parlament Österreich,Europäisches Parlament Österreich,160,2
107152329360788,Arbeiterkammer,Arbeiterkammer,158,7
105276629552333,Österreichisches Parlament,Österreichisches Parlament,156,7
178362315106,European Parliament,European Parliament,144,9
136345101209,VGT Austria,VGT Austria,124,35
1383204731898658,Agenda Austria,Agenda Austria,101,9
328437010251,KPÖ Steiermark,KPÖ Steiermark,≤100,34
89860257881,Die Grünen Kärnten,Die Grünen Kärnten,≤100,7
2049180275327920,Edith Kollermann,Neos,≤100,8
580791221952500,NEOS Wien,NEOS Wien,≤100,3
28655484989,KURIER,KURIER Medienhaus,≤100,24
110971788921077,Stadt Wien,Stadt Wien,≤100,17
334450355818,KEBA,KEBA,≤100,23
127925800618165,Socialists and Democrats Group in the European Parliament,Socialists and Democrats Group in the European Parliament,≤100,1
667971543238442,pro O. liste für ottensheim,pro O. - Liste für Ottensheim,≤100,3
103606522565139,Oecolution Austria,OEcolution Austria - Initiative zur Förderung nachhaltiger Standortentwicklung,≤100,14
118665682807424,Moment Magazin,Momentum Institut,≤100,80
102464598027640,Jochen Danninger,Volkspartei Niederösterreich,≤100,6
205710866133426,klimaaktiv,"Bundesministerium für Klimaschutz, Umwelt, Energie, Mobilität, Innovation und Technologie (BMK)",≤100,7
110536775676265,UN Women Austria,UN Women Austria,≤100,18
69336818831,GLOBAL 2000,GLOBAL 2000,≤100,9
102386425255870,Lehre bei illwerke vkw,illwerke vkw AG,≤100,15
106014062002770,Joachim Aigner,MFG Österreich – Menschen Freiheit Grundrechte,≤100,3
103957828637299,Gemma Lehre,waff,≤100,6
144875605538239,Weiterbildung in Wien | waff,waff,≤100,13
101882968344032,WIR - die Bürgerlisten,Martin Gollner,≤100,6
99091832554,energieleben,energieleben,≤100,139
111323254983912,VISION ÖSTERREICH,Vision Österreich,≤100,6
