Location name,Amount spent (VEF)
Amazonas,≤100
Anzoátegui,3850187
Apure,750000
Aragua,4313823
Barinas,2140251
Bolívar (state),3682854
Capital District,7791221
Carabobo,11637331
Cojedes,565755
Delta Amacuro,145171
Falcón,1619789
Guárico,1316750
Lara,4826957
Miranda (state),3101240
Monagas,1026356
Mérida,2581245
Nueva Esparta,843733
Portuguesa,1627359
Sucre,1118941
Trujillo,1000000
Táchira,5454535
Unknown,≤100
Vargas,878630
Yaracuy,1554619
Zulia,52462915
