Page ID,Page name,Disclaimer,Amount spent (DKK),Number of ads in Library
1677055535924085,Røgfri Fremtid,Røgfri Fremtid,6451,12
12860228293,Politiken,Politiken,6398,39
38507331439,Danmarks Naturfredningsforening,Danmarks Naturfredningsforening,4614,50
26458152911,SOS Børnebyerne,SOS Børnebyerne,4076,15
65929129383,Røde Kors,Røde Kors,3316,40
399210657232918,PlanBørnefonden,PlanBørnefonden,3192,17
1507997959501973,Landbrug & Fødevarer,Landbrug & Fødevarer,2850,5
110321008383861,Red Barnets landsindsamling,Red Barnet,2706,134
5624899398,Mellemfolkeligt Samvirke,Mellemfolkeligt Samvirke,2094,31
22030968736,Anima,Anima,1840,3
153151900930,Ungdommens Røde Kors,Ungdommens Røde Kors,1749,2
116227401722605,Dansk Flygtningehjælp,Dansk Flygtningehjælp,1697,36
12787473132,Berlingske,Berlingske,1593,26
55365680705,Greenpeace Danmark,Greenpeace Danmark,1588,35
748887235210811,Obton Forvaltning A/S,Obton Forvaltning A/S,1457,7
867877683280051,Weekendavisen,Weekendavisen,1224,21
12212835049,Syddansk Universitet – University of Southern Denmark,Syddansk Universitet,1223,6
1029970060346902,EWII,EWII A/S,1216,1
155596147784577,WWF Verdensnaturfonden,WWF Verdensnaturfonden,1194,16
304554445813,Videncentret Bolius,Videncentret Bolius,1050,13
154415494575789,IDA,IDA,984,6
167891603415958,Lederne,Lederne,967,19
133707013355759,Danner,Danner,920,1
405892706501089,Med Israel for fred - MIFF Danmark,MIFF (Med Israel for fred),907,2
748887235210811,Obton Forvaltning A/S,Obton A/S,904,7
102154048301476,Lederstof.dk,Lederne,877,24
779533958878609,SparEnergi - Energistyrelsen,These ads ran without a disclaimer,803,1
200480966638039,Supremacy 1914,These ads ran without a disclaimer,750,4
202627126417910,TAXA 4x35,Sammenslutningen Taxa 4x35,734,13
337166195327,BRYD TAVSHEDEN,BRYD TAVSHEDEN,695,18
130388840342741,Danske Bank,Danske Bank,649,5
169918310823,Foreningen Spiseforstyrrelser og Selvskade,Foreningen Spiseforstyrrelser og Selvskade,640,6
95141502089,Økonomisk Ugebrev,Økonomisk Ugebrev,569,1
350495955072656,Klimabevægelsen i Danmark,Klimabevægelsen i Danmark,551,7
246977185497434,Plastic Change,Plastic Change,538,27
102031171445921,Grønne Nabofællesskaber,Grønne Nabofællesskaber,535,30
304554445813,Videncentret Bolius,Bolius,532,3
66328502645,Dagbladet Information,Dagbladet Information,511,1
250994288337708,Sex og Samfund,Sex og Samfund,485,4
121570596369,CARE Danmark,CARE i Danmark,476,15
110560691837684,SolCompagniet,SolCompagniet,449,1
287306323369,Børnecancerfonden,Børnecancerfonden,441,2
59143726810,Psykiatrifonden,Psykiatrifonden,430,15
852608988134698,Tikko,Tikko,417,4
126543540781090,Ældre Sagen,Ældre Sagen,398,19
107898832590939,European Commission,European Commission,391,7
101248435485457,Frihedsbrevet,Mediehuset Friheden,362,3
227357657280228,Børnehjælpsdagen,Fonden Børnehjælpsdagen af 6. maj 1904,354,16
111095867334448,Rent Hav,Rent Øresund,350,1
267019152979,"DPU, Aarhus Universitet",Carsten Henriksen,348,2
223040066022,Enhedslisten,Enhedslisten,329,1
1704424023182897,Politiken Historie,Politiken Historie,327,12
