Location name,Amount spent (CAD)
Alberta,10151
British Columbia,12728
Manitoba,2485
New Brunswick,1050
Newfoundland and Labrador,911
Northwest Territories,≤100
Nova Scotia,1610
Nunavut,≤100
Ontario,26417
Prince Edward Island,255
Quebec,16515
Saskatchewan,3099
Unknown,≤100
Yukon,≤100
