Location name,Amount spent (CZK)
Central Bohemian Region,6164
Hradec Králové Region,2868
Karlovy Vary Region,1479
Liberec Region,2211
Moravian-Silesian Region,6281
Olomouc Region,5037
Pardubice Region,3201
Plzeň Region,3344
Prague,12249
South Bohemian Region,2963
South Moravian Region,7620
Unknown,≤100
Vysočina Region,2350
Zlín Region,2968
Ústí nad Labem Region,5366
