Page ID,Page name,Disclaimer,Amount spent (HNL),Number of ads in Library
703368406666619,Vox Populi HN,Vox Populi HN,3998,2
1619479898324505,Partido Liberal de Honduras,Partido Liberal de Honduras,1321,2
1392592317738074,Jorge Cálix,Jorge Cálix,926,5
114601521910,Jorge Aldana,Jorge  Aldana,780,11
110882925332549,Yani Rosenthal,Yani Benjamin Rosenthal Hidalgo,384,1
153003381515332,Cespad - Centro de Estudio para la Democracia,Centro de Estudio para la Democracia (Cespad),251,2
158158757637896,Alianza Paz y Justicia,Alianza Paz y Justicia,197,1
112333800693678,Hugo Noé Pino Diputado F.M,Daniel Andres Casula Salinas,167,1
103825695591860,Josue Colindres Diputado,Johana Elizabeth Colindres Castellanos,≤100,1
116895784738308,Visión Inmobiliaria,These ads ran without a disclaimer,≤100,1
109580408013707,Francisco Flores,Francisco Miguel Flores Guifarro,≤100,1
94199711897,Hábitat para la Humanidad,These ads ran without a disclaimer,≤100,1
486382251906084,Honduras El Pais,Diario El  Pais.hn,≤100,1
121638447515460,Marcelo Almeida,These ads ran without a disclaimer,≤100,1
118154551214432,Ormin Gonzales,These ads ran without a disclaimer,≤100,1
318006422243177,ALBA Network,These ads ran without a disclaimer,≤100,1
199897540054379,Félix Gracia,These ads ran without a disclaimer,≤100,1
112077024899370,Comics Stadium,These ads ran without a disclaimer,≤100,2
108367678367599,Mok Reading,These ads ran without a disclaimer,≤100,1
513075715554189,Área de inversión,These ads ran without a disclaimer,≤100,1
100374392742057,Weregreenly- Magazine,These ads ran without a disclaimer,≤100,2
2279264422124393,Vibra Latina Houston,These ads ran without a disclaimer,≤100,1
114491254887383,Hilarious Hub,These ads ran without a disclaimer,≤100,1
618086438391102,Taiwan in the EU and Belgium,These ads ran without a disclaimer,≤100,1
