Location name,Amount spent (NOK)
Akershus,6227
Aust-Agder,1051
Buskerud,2834
Finnmark,2617
Hedmark,2789
Hordaland,4921
Møre og Romsdal,2745
Nord-Trøndelag,2154
Nordland,8618
Oppland,3616
Oslo,11916
Rogaland,4425
Sogn og Fjordane,717
Svalbard and Jan Mayen,≤100
Sør-Trøndelag,4651
Telemark,2725
Troms,4230
Unknown,≤100
Vest-Agder,2204
Vestfold,2273
Østfold,2742
