Location name,Amount spent (VEF)
Amazonas,250000
Anzoátegui,3220054
Apure,1047497
Aragua,3857551
Barinas,1612558
Bolívar (state),3112494
Capital District,11682472
Carabobo,5322494
Cojedes,750000
Delta Amacuro,207499
Falcón,2250000
Guárico,1750000
Lara,5012490
Miranda (state),8122539
Monagas,1664996
Mérida,1965057
Nueva Esparta,2500000
Portuguesa,2179996
Sucre,1474998
Trujillo,1354998
Táchira,2909996
Unknown,≤100
Vargas,1000060
Yaracuy,1454997
Zulia,10657479
