Page ID,Page name,Disclaimer,Amount spent (JPY),Number of ads in Library
745139222217087,TRILL - トリル,These ads ran without a disclaimer,119646,4
107340494897071,株式会社INPEX,株式会社INPEX,102376,3
1904070096535109,スマート選挙,株式会社センキョ,84219,21
117914038333112,自由民主党 大阪府支部連合会,自民党大阪府連,49607,1
208661552479830,日本財団,Shigeru Fujita,39503,8
766675180118176,最新ビジネスイベントを配信中『ビズスタ』,ビズスタ,38716,11
101701595906601,愛知県選挙管理委員会,愛知県選挙管理委員会,34660,2
475681929154100,国連UNHCR協会,国連UNHCR協会,31547,12
106708475612902,愛知県商工会連合会,愛知県商工会連合会,30187,1
684161888345926,西日本新聞me,西日本新聞me,28524,11
239558679475625,株式会社トマス技術研究所,Kenji Fukutomi,21822,14
106489258987363,愛知県知事選挙啓発アカウント,名古屋市選挙管理委員会事務局,10463,2
105677869057242,北九州市長選挙2023,北九州市長選挙2023,9920,1
579187028792625,社長と会社の手元現金を増やす仕組みづくりの専門家,社長と会社の手元現金を増やす仕組みづくりの専門家,8442,1
102468941548369,宮城県民共済,宮城県民共済,7449,3
102452195938490,柴田英樹,柴田英樹,5251,2
113422658309473,魔石騎士団 - Puzzle War,These ads ran without a disclaimer,4482,1
642065195899595,多治見市議会議員 吉田企貴後援会,吉田 企貴,4292,1
105675478186991,金井たかし　江戸川区の政策研究,金井 高志,4170,1
544702409046206,手相の見方大事典テソペディア,株式会社Qu Creation,3143,1
136636846682019,ふるさと名品オブ・ザ・イヤー,ふるさと名品オブ・ザ・イヤー,2703,3
1958836327690816,明治安田生命（広告配信用）,These ads ran without a disclaimer,2624,1
603731356470113,関西学院大学　診療所を中核とした地域医療経営人材育成プログラム,関西学院大学専門職大学院　経営戦略研究科,2499,1
105938118792904,参政党鹿児島支部,Koji Yoshida,1962,1
151214938794853,ミエセン,ジャッグジャパン株式会社,1568,9
109760801771369,橋本 みきひこ,橋本 みきひこ,1544,3
256504371891671,the-issues.jp,株式会社issues,1311,12
881025135256351,Japan In-depth,Japan In-depth,1250,7
1671853216366712,東こう史ひろ,東猴史紘,1106,1
100301468490510,フルーツギフト専門店「蝶結び」,These ads ran without a disclaimer,1081,1
105546298077716,大阪府地球温暖化防止活動推進センター,大阪府地球温暖化防止活動推進センター,1033,1
676655469036670,松下政経塾,松下政経塾,927,5
115247946520017,電波オークションを実現する会,Mitsumasa Kato,856,2
428707860616752,文京区議会議員えびさわけいこ,えびさわけいこ事務所,833,1
146709162183685,くすのき　りえこ,藤川忠彦,754,1
317718738293642,青山社中株式会社,青山社中株式会社,618,1
1677419399148240,たはら亮 後援会（朝霞市）,Ryo  Tahara,617,1
104367261609980,飯牟礼克年（いいむれ かつとし）後援会,Katsutoshi Iimure,601,1
1693424197555537,赤磐市議会議員 佐々木ゆうじ,Sasaki Yuji,601,2
551303845317383,高橋元気（中央区議会議員）,Genki Takahashi,541,1
192399998157650,市来ハヤト（大阪維新の会）,市來隼後援会,524,1
379131742205275,女性と子どものエンパワメント関西,特定非営利活動法人 女性と子どものエンパワメント関西,515,1
1574213032824051,交通事故を検証する。,鶴田 敬治,449,3
1672330153015605,透明アクリル業者票,アドアチーブ株式会社,420,1
492073607520322,認定特定非営利活動法人 ふくしま30年プロジェクト,NPO法人ふくしま30年プロジェクト,406,1
123217824515511,牛見 航  /  山口県防府市議会議員,Wataru Ushimi,299,1
113041951038240,もぅ手遅れなのか？選挙の落選前に絶対やるべき「どぶ板の政治活動」は、選挙ドットウィン！緊急相談窓口「03-6915-2310」,僕俺株式会社,265,1
1272244426230126,あべてつみ後援会,Tetsumi Abe,200,1
107769120938231,スターオブザカラー,These ads ran without a disclaimer,174,1
426981831471929,仙台市議会議員　田村勝,田村勝,173,1
288301635169706,たかはま なおき　文京区議会議員,高浜 直樹,≤100,1
47275538156,Interior Design Magazine,These ads ran without a disclaimer,≤100,1
243143172757375,情報ドットコム（K.Oshima）,大島 和彦,≤100,1
100159246021644,aktr3camera,These ads ran without a disclaimer,≤100,1
100985078790660,World Planting,These ads ran without a disclaimer,≤100,2
821430017924241,Sungrow,These ads ran without a disclaimer,≤100,1
102089678252706,Rotary Club for Global Action,These ads ran without a disclaimer,≤100,1
224597158386607,Rosa Luxemburg Foundation,These ads ran without a disclaimer,≤100,1
100194566291833,The Andy Warthog,These ads ran without a disclaimer,≤100,2
1107005629310630,American English for Educators,These ads ran without a disclaimer,≤100,1
1196196390526965,Facebook Surveys,These ads ran without a disclaimer,≤100,1
107052835523752,Asia Natural Gas & Energy Association - ANGEA,These ads ran without a disclaimer,≤100,1
310943025606302,World Cancer Day,These ads ran without a disclaimer,≤100,2
11949538375,chinadialogue,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
194824897244836,Zayed Sustainability Prize,These ads ran without a disclaimer,≤100,1
178343122212676,Deafblind International (DbI),These ads ran without a disclaimer,≤100,1
207268042645317,Macquarie Group,These ads ran without a disclaimer,≤100,2
