Page ID,Page name,Disclaimer,Amount spent (LBP),Number of ads in Library
101538412538521,شطرنج / مع محمد صابونجي,إياد خالد,3029851,30
102023711572671,أساس ميديا -  Asas Media,asasmedia,985075,16
106425851213086,L'Orient Today,L'Orient Today,417910,1
164472683608068,Act for the Disappeared,ACT for the Disappeared,396268,2
1744356319118477,هنا لبنان,هنا لبنان,373134,9
278035695547539,Legal Agenda  المفكرة القانونية,legal Agenda,343284,1
137195823051820,Maharat Foundation,Maharat Foundation,328358,4
110470091436602,Ici Beyrouth,Ici beyrouth,326716,6
212513695502997,Annahar Newspaper | جريدة النهار,Annahar Newspaper | جريدة النهار,302239,2
1918990294985442,Megaphone - ميغافون,Megaphone - ميغافون,223881,4
129660230432028,Dr. Toufic Hindi,Toufic Hindi,159552,1
107698404702208,Alkalima,Alkalima Onlime,134328,3
105319651353770,Jusur,Jusur,104478,5
100127203020362,Siyasiya,Michel Gedeon,104478,1
107800617419717,MYKA Foundation,Elie M. ElHelou,104478,2
823788047675556,Call of War,These ads ran without a disclaimer,94930,2
109112633772887,180post,180Post,89552,3
121129357949826,Saida Online,Saida Online,74627,1
104173279272610,Abdo Cherfan,Michel Gedeon,59701,1
2319249898311729,National Bloc - الكتلة الوطنيّة,National Bloc - الكتلة الوطنيّة,50149,1
110748157211281,سوريا بوست بلس - souria post plus,These ads ran without a disclaimer,44776,1
558926694254896,Fondation Diane,Lara Salameh,44776,1
200480966638039,Supremacy 1914,These ads ran without a disclaimer,31643,1
106821968055687,Leila Dagher,Leila Dagher,29851,2
322181790311,Lebanese Forces News,Lebanese Information Technology Services s.a.r.l,29851,1
104093387800328,مركز بيروت للاخبار,مركز بيروت للاخبار,14925,2
107318822020551,فلك نوح - المجيء الثاني,These ads ran without a disclaimer,≤100,1
17043549797,MIT Technology Review,These ads ran without a disclaimer,≤100,4
725505594135727,Adventure Escape,These ads ran without a disclaimer,≤100,1
101105049294796,CNN Business Arabic الاقتصادية CNN,These ads ran without a disclaimer,≤100,1
105494315161744,talkdiplomacy,These ads ran without a disclaimer,≤100,1
104557275823271,Islamic Coin,These ads ran without a disclaimer,≤100,1
351671375760473,The GCCA,These ads ran without a disclaimer,≤100,1
102885474864193,Souria post - سوريا بوست ميديا,These ads ran without a disclaimer,≤100,1
19746387261,Humane Society International,These ads ran without a disclaimer,≤100,2
423670114403144,Trending in China,These ads ran without a disclaimer,≤100,1
285530825204,Klitschko,These ads ran without a disclaimer,≤100,1
320948257943554,Бостонский Кругозор,These ads ran without a disclaimer,≤100,1
132952406828601,NCS Group,These ads ran without a disclaimer,≤100,1
