Location name,Amount spent (TWD)
Changhua,11586
Chiayi,2719
Hsinchu,4721
Hsinchu City,7528
Hualien,5002
Kaohsiung,35840
Keelung City,4797
Kinmen,567
Lienchiang,≤100
Miaoli,5118
Nantou,6403
New Taipei City,55216
Penghu,905
Pingtung,7060
Taichung,46710
Tainan,23022
Taipei,41951
Taitung,2974
Taoyuan City,33313
Unknown,5533
Yilan,3636
Yunlin,6739
