Location name,Amount spent (EUR)
Harju County,6322
Hiiu County,≤100
Ida-Viru County,644
Järva County,294
Jõgeva County,226
Lääne County,212
Lääne-Viru County,412
Pärnu County,469
Põlva County,179
Rapla County,251
Saare County,275
Tartu County,2194
Unknown,≤100
Valga County,175
Viljandi County,368
Võru County,236
