Page ID,Page name,Disclaimer,Amount spent (IDR),Number of ads in Library
101350709331663,Golkar 2024,Yayasan Golkar Institut SPKP,44402362,180
104054595928021,Bakti Untuk Rakyat,Bakti Untuk Rakyat,21105884,58
23383061178,Prabowo Subianto,indonesia Adil makmur,5415394,11
108132042285089,Erwin Aksa,Yayasan Golkar Institute,4622357,126
333711983956998,Erwin Aksa,Yayasan Golkar Institute SPKP,4428234,77
320858334728047,Partai Solidaritas Indonesia,Partai Solidaritas Indonesia,3397325,19
104830667806476,Melihat Indonesia,Melihat Indonesia,3306273,70
104799384898162,Indonesia Berkabar,Rumah Opini,2107724,34
101338198587608,Indonesia Luar Biasa,Rumah Opini,2004643,34
111864151754055,Esensi TV,Esensi Tv,1735371,42
100649018546817,GanjarFans,GanjarFans,1647554,42
106397652451725,Barisan Biru Langit,Barisan Biru Langit,1426793,10
101403669397488,Nikmatul Sugiyarto,Nikmatul Sugiyarto,1419293,36
103301445622409,Aksi Tanggap Anies,Aksi Tanggap Anies,1250365,13
104899195891472,Berita Ganjar Pranowo,Berita Ganjar Pranowo,1217456,36
102060486500863,The Jakarta Post,PT. Bina Media Tenggara,1108993,28
101804639078770,Unboxing Anies,Unboxing Anies,948789,11
103115509465525,Achmad Fauzi Wongsojudo SH. MH.,Cak Fauzi JATIM,916377,4
100159712647702,Fakta Anies Baswedan,Fakta Anies Baswedan,857247,13
164909433966316,Suara Anies,Suara Anies,855181,12
168218596696591,Hetifah Sjaifudian,Yayasan Golkar Institute,720742,7
106690092440342,Pemilu KIT,PEMILU KIT,546058,18
106918395489616,Golkar Institute SPKP,Yayasan Golkar Institut SPKP,452478,8
110419528729730,Golkar Makassar,Yayasan Golkar Institute,452346,12
397612604060624,ilham mendrofa,ilham mendrofa,452298,7
197545083607941,Harian Kompas,Harian Kompas,424260,8
101228692503239,Opini Publik,Opini Publik,421979,2
112376825007045,Dewi Juliani 2024,Dewi Juliani 2024,410201,20
110799152010497,Prabowo Lanjutkan Kepemimpinan,Prabowo Lanjutkan Kepemimpinan,363198,12
349963858704476,Komit Digital,Komit Digital,344400,49
1004727719661767,Rian Ernest,Yayasan Golkar Institute,333224,13
101679818973699,Sahabat Ganjar Pranowo,Sahabat Ganjar Pranowo,308648,12
104920542152835,Caleg Pilihan Kita,Caleg Pilihan Kita,288085,4
777302905787767,Gelora Muda,These ads ran without a disclaimer,287793,1
106894958316644,Relawan sintawati,Relawan sintawati,271935,12
39253583478,PDI Perjuangan,PDI Perjuangan,269744,30
1716437738583378,Banten Dukung Ganjar,Ganjar Nusantara Indonesia,265195,5
108087558837514,Cheryl Tanzil,Partai Solidaritas Indonesia,260900,4
165114026832502,Grace Natalie,Partai Solidaritas Indonesia,250938,5
109455838815878,Moveprenuere,Moveprenuere,247538,4
1620632751542044,Isyana Bagoes Oka,Partai Solidaritas Indonesia,245315,3
122874340743006,Jasa Ucapan Video,Jasa Ucapan Video,239246,29
111580301790421,Cak Fauzi JATIM,Cak Fauzi Jatim,237015,11
118310007922514,Jakarta Untuk Ganjar,Ganjar Nusantara Indonesia,234541,4
1690573611256871,Pemerintah Kota Manado,Pemerintah Kota Manado,230450,1
101866128977837,Belajar Pemilu,Belajar Pemilu,229806,29
157296161100055,PKS Sumbar,PKS Sumbar,215726,1
104427162506872,Fakta Anies,Fakta Anies,214510,13
105523409172833,Kicauan Garuda,Kicauan Garuda,209510,10
1854187061497992,Jogja Dukung Ganjar,Ganjar Nusantara Indonesia,208862,4
110750361762052,Pikiran Rakyat,Pikiran Rakyat,196408,24
292939164731691,Relawan Herviano,Relawan Herviano,194336,13
102735702350673,Publikberhaktau,Publikberhaktau,193769,2
110865154735990,Koran Harian Tanah Air,Koran Harian Tanah Air,192183,22
114012201650176,Fakta Terselubung,Fakta Terselubung,188852,13
115816131581858,Home Racik Digital,Home Racik Creative,188693,3
292356614809409,Relawan Asandra salsabila,Relawan Asandra salsabila,182337,12
100838176379345,Sahabat selly farisa,Sahabat selly farisa,176797,12
108261702239604,Pemersatu Bangsa,Pemersatu Bangsa,175868,4
164882486874333,antaranews.com,antaranews.com,173589,1
1885017341733339,Relawan Anies,Relawan Anies,166114,2
678421075696415,Giring Ganesha,Partai Solidaritas Indonesia,160371,3
106084645486065,Cakradata Indonesia,Cakradata,158026,6
103792929470753,Frontliner Indonesia,Frontliner,157583,7
113908645002826,Suara Tak Terdengar,Suara Tak Terdengar,156388,4
110195418669687,Sahabat Yatim,Yayasan Sahabat Yatim Indonesia,152176,2
101760624522103,DPP Banteng Muda Indonesia,DPP Banteng Muda Indonesia,150208,13
106919112303644,Jasa Pembuatan Video,Jasa Pembuatan Video,145544,3
102065762762655,Prajurit Merah Putih,Prajurit Merah Putih,134890,3
107600565668590,Munafri Arifuddin,Yayasan Golkar Institute,131904,5
102213799392946,Nuansa 2024,Nuansa 2024,127362,3
102273039070802,Info Terkini,Info Terkini,126840,11
101284185918970,Rumah Kita Riau,Ganjar Nusantara Indonesia,125368,3
101897132786498,Jimmy Simanjuntak Foundation,These ads ran without a disclaimer,121687,1
256838011014355,Partai Gerakan Indonesia Raya (Gerindra),Partai Gerindra,121077,8
572779142753263,Freeport Indonesia,Freeport Indonesia,119985,4
104161768809633,Dompet Yatim Dan Dhuafa,Dompet Yatim Dan Dhuafa,119448,2
101552865962561,GP Oku Raya,Ganjar Nusantara Indonesia,119139,3
106681168697547,Rumah kita sulsel,Ganjar Nusantara Indonesia,116212,3
882638978454921,Raja Juli Antoni,Raja Juli Antoni,113013,2
116655871310377,Solusi Pernafasan Vitasma,These ads ran without a disclaimer,104145,1
108511588277325,Galeria Konveksi,Galeria Konveksi,101066,1
101670979099537,OverheardKonoha,OverheardKonoha,98847,1
101953425091130,Bersama H.M Harris,Bersama H.M Harris,98137,1
101892459525100,Jejak Kaki Garuda,Jejak Kaki Garuda,96528,3
120153057653803,Indonesia Bersatu,Indonesia Bersatu,94851,3
108888975461505,"Elisa Ermasari,S.Mn","Elisa Ermasari,S.Mn",92843,1
103896639451240,GP Kalimantan Utara,Ganjar Nusantara Indonesia,92257,3
102981496004696,Sedulur Nafa Urbach,Sedulur Nafa Urbach,89661,6
258766034712136,Sabam Rajagukguk,Indonesia Adil & Makmur,88216,1
273454719936085,"Yohanis Fransiskus Lema, S.IP, M.Si","Yohanis Fransiskus Lema, S.IP, M.Si",86255,3
1679783648997296,DKISP Kaltara,DKISP Kaltara,84872,3
107579355742805,GP Sulawesi Barat,Ganjar Nusantara Indonesia,84109,3
112838041878405,GP Bangka Belitung,Ganjar Nusantara Indonesia,81473,3
113501785144981,GP Papua Barat,Ganjar Nusantara Indonesia,79157,3
