Location name,Amount spent (CLP)
Antofagasta Region,41924
Araucanía Region,83628
Arica y Parinacota Region,13002
Atacama Region,11922
Aysén Region,7188
Bío Bío Region,163714
Coquimbo Region,102670
Los Lagos Region,125537
Los Ríos Region,24234
Magallanes y la Antártica Chilena Region,10420
Maule Region,66814
O'Higgins Region,62649
Santiago Metropolitan Region,544152
Tarapacá Region,23096
Unknown,≤100
Valparaíso Region,119910
