Page ID,Page name,Disclaimer,Amount spent (IDR),Number of ads in Library
320858334728047,Partai Solidaritas Indonesia,Partai Solidaritas Indonesia,71328332,37
23383061178,Prabowo Subianto,indonesia Adil makmur,21038166,13
101350709331663,Golkar 2024,Yayasan Golkar Institut SPKP,18768136,223
104054595928021,Bakti Untuk Rakyat,Bakti Untuk Rakyat,7596393,56
106397652451725,Barisan Biru Langit,Barisan Biru Langit,5741161,37
108132042285089,Erwin Aksa,Yayasan Golkar Institute,2929783,108
102793242742002,Jaksapedia,JAKSAPEDIA,2522999,34
100649018546817,GanjarFans,GanjarFans,2452600,25
333711983956998,Erwin Aksa,Yayasan Golkar Institute SPKP,2023721,68
1466049036757852,Agus Yudhoyono,DPP Partai Demokrat,1985909,2
103115509465525,Achmad Fauzi Wongsojudo SH. MH.,Cak Fauzi JATIM,1835858,12
111864151754055,Esensi TV,Esensi Tv,1786090,46
121321894616209,Stimuno Indonesia,These ads ran without a disclaimer,1713843,1
111580301790421,Cak Fauzi JATIM,Cak Fauzi Jatim,1486773,19
197545083607941,Harian Kompas,Harian Kompas,1224608,32
193237974052689,Partai Keadilan Sejahtera,Partai Keadilan Sejahtera,1104743,9
104830667806476,Melihat Indonesia,Melihat Indonesia,1101781,36
110952238516382,Kiki Daliyo,Kiki Daliyo,1007165,34
104899195891472,Berita Ganjar Pranowo,Berita Ganjar Pranowo,977520,36
256838011014355,Partai Gerakan Indonesia Raya (Gerindra),Partai Gerindra,733803,8
105523409172833,Kicauan Garuda,Kicauan Garuda,680880,15
102141366190224,Saiful Halim,KBS,672121,4
106690092440342,Pemilu KIT,PEMILU KIT,656933,23
367381239359,Abah Qomar - Nurul Qomar,Abah Qomar - Nurul Qomar,550855,5
110799152010497,Prabowo Lanjutkan Kepemimpinan,Prabowo Lanjutkan Kepemimpinan,528651,13
107600565668590,Munafri Arifuddin,Yayasan Golkar Institute,503365,10
1004727719661767,Rian Ernest,Yayasan Golkar Institute,502691,9
106918395489616,Golkar Institute SPKP,Yayasan Golkar Institut SPKP,499033,5
790156511331117,Tempo CekFakta,TEMPO MEDIA GROUP,427912,2
349963858704476,Komit Digital,Komit Digital,411259,68
112570091503539,GP Papua,Ganjar Nusantara Indonesia,374912,6
39253583478,PDI Perjuangan,PDI Perjuangan,354575,27
397612604060624,ilham mendrofa,ilham mendrofa,344337,7
110419528729730,Golkar Makassar,Yayasan Golkar Institute,328220,16
101892459525100,Jejak Kaki Garuda,Jejak Kaki Garuda,303292,2
