Location name,Amount spent (ARS)
Buenos Aires,2098169
Catamarca,211548
Chaco,193778
Chubut,194561
Ciudad Autónoma de Buenos Aires,806578
Corrientes,168636
Córdoba,2962833
Entre Rios,240194
Formosa,86060
Jujuy,134901
La Pampa,1673135
La Rioja,92811
Mendoza,238219
Misiones,185864
Neuquén,114926
Río Negro,85929
Salta,3386507
San Juan,1089800
San Luis,379243
Santa Cruz,98376
Santa Fe,818993
Santiago del Estero,98307
Tierra del Fuego,1244095
Tucuman,368841
Unknown,21019
