Page ID,Page name,Disclaimer,Amount spent (AUD),Number of ads in Library
119271104477423,Save Your Local Pharmacy,The Pharmacy Guild of Australia,4756,51
102329728050606,Yes23,Yes23,4550,155
9480502970,Greenpeace Australia Pacific,Greenpeace Australia Pacific,4022,299
334563333634959,Australian Government Department of Education,Australian Government Department of Education,2711,7
299753643444311,AEC,Australian Electoral Commission,2023,2
14193666340,Australian Conservation Foundation,Australian Conservation Foundation,1339,3
308746806571901,Advance Australia,Advance Australia,1283,2
10113538711,WWF-Australia,WWF-Australia,1237,5
233539463360143,Mining & Energy Union,CFMEU Mining & Energy,1223,10
103072892843066,Not My Voice,Australians For Unity,1172,1
1414406035466037,Jeremy Rockliff,Jeremy Rockliff,1151,35
1776727752614025,Glencore,Glencore Australia,1022,13
104180525925926,Fair Australia,Advance Australia,986,19
89794331215,Oxfam,Oxfam Australia,929,52
160054227468,World Vision Australia,World Vision Australia,889,11
112133637214684,Doctors Without Borders / Médecins Sans Frontières (MSF),Médecins Sans Frontières Australia,869,29
92824008332,Plan International Australia,Plan International Australia,845,16
184543928960,National Party of Australia,National Party of Australia,795,3
172094012830551,Australian Paralympic Team,Paralympics Australia,726,26
100124836460077,Magenta Marshall - Labor for Rockingham,WA Labor,696,6
495731404149305,Koffels Solicitors & Barristers,Koffels Solicitors and Barristers,678,11
290700654767295,The Chamber of Minerals and Energy of Western Australia - CMEWA,The Chamber of Minerals and Energy of Western Australia,622,12
231341250224498,Australian Ethical Investment,Australian Ethical Investment,582,20
105140971475089,Chuffed.org - Australia,Chuffed.org,513,5
103259978010848,SA Government,South Australian Government,490,41
447447719391089,Health Care Providers Association,Health Care Providers Association,482,6
694832627392516,Prime Super,Prime Super,468,21
137619162220,Liberals WA,Liberals WA,453,5
125812604095801,Invasive Species Council,Invasive Species Council,452,52
494820897261439,Bank Australia,Bank Australia,426,25
471390022952217,APPEA - Our Natural Advantage,APPEA,398,43
1445863699024135,Business Council of Australia,Business Council of Australia,391,15
181578525342930,Master Builders Australia,Master Builders Australia,369,19
117806591312470,Not Enough,Advance Australia,339,15
223820240968967,Western Australian Electoral Commission,Western Australian Electoral Commission,325,3
206540052690401,Jean Hailes for Women's Health,Jean Hailes for Women's Health,313,11
8422338499,The Wilderness Society,The Wilderness Society,302,29
108287892602643,CFMEU - Construction & General,CFMEU - Construction & General,300,2
125627804305487,Rick Wilson,Rick Wilson,299,5
311979432274842,The Saturday Paper,The Saturday Paper,298,1
299753643444311,AEC,These ads ran without a disclaimer,297,5
105348385388237,Senator Babet,Senator Babet,279,8
107939487783753,Garth Hamilton MP,Garth Hamilton MP,273,13
113115292085361,DrinkWise,DrinkWise,260,10
113998151684022,Referendum News,Advance Australia,235,12
154796877889890,The Hospital Research Foundation Group,The Hospital Research Foundation Group,226,16
104936088727424,Sam Birrell MP,Sam Birrell MP,220,2
