Location name,Amount spent (USD)
Alabama,11223
Alaska,2076
American Samoa,≤100
Arizona,24987
Arkansas,7952
California,101515
Colorado,15206
Connecticut,7161
Delaware,2261
Florida,55497
Georgia,399913
Guam,≤100
Hawaii,2884
Idaho,4575
Illinois,27855
Indiana,16658
Iowa,12026
Kansas,7791
Kentucky,8918
Louisiana,18053
Maine,5039
Maryland,22511
Massachusetts,15123
Michigan,31825
Minnesota,12269
Mississippi,12225
Missouri,16257
Montana,3597
Nebraska,3971
Nevada,7517
New Hampshire,3486
New Jersey,26244
New Mexico,5576
New York,50593
North Carolina,26114
North Dakota,1821
Northern Mariana Islands,≤100
Ohio,30797
Oklahoma,10187
Oregon,16607
Pennsylvania,37644
Puerto Rico,≤100
Rhode Island,2636
South Carolina,10797
South Dakota,1696
Tennessee,16581
Texas,81175
Unknown,≤100
Utah,8241
Vermont,1529
Virgin Islands (U.S.),≤100
Virginia,28288
Washington,26974
"Washington, District of Columbia",15208
West Virginia,5737
Wisconsin,17838
Wyoming,1271
