Page ID,Page name,Disclaimer,Amount spent (BRL),Number of ads in Library
301774903545521,Brasil Paralelo,Brasil Paralelo,18827,329
425350744240843,Comitê Internacional da Cruz Vermelha,Comitê Internacional da Cruz Vermelha,8584,83
92227023652,Governo do Estado de São Paulo,Governo do Estado de São Paulo,6225,2
109722851994472,Melissa Antunes,These ads ran without a disclaimer,6203,1
175804982467404,Safernet Brasil,Safernet Brasil pago com créditos de anúncio do Facebook,6183,3
1608447079411218,Portal Concursos,PORTAL CURSOS PREPARATORIOS E OAB LTDA,5632,278
104625758942119,Siga Antenado,Siga Antenado,5156,55
101189854802059,Revista Oeste,Revista Oeste,4774,39
465235726843103,Ambev,Ambev,3280,7
105520569004820,Absolar Comunica,Absolar Comunica,2220,43
140386962704024,Governo de Pernambuco,Governo de Pernambuco,2131,12
333720355130,Petrobras,Petrobras,2103,15
241839765912021,Estratégia Concursos,ESTRATÉGIA CONCURSOS SA,2056,44
132584057957,Skol,Ambev,2052,35
128850220504786,UNICEF Brasil,UNICEF Brasil,1976,35
105527742878890,Prefeitura do Recife,Prefeitura do Recife,1913,23
255804437808407,Vale,Vale,1777,5
1549054225424161,Eduardo Moreira,Instituto Conhecimento Liberta,1700,30
159103797542,Greenpeace Brasil,Greenpeace Brasil,1687,74
329948620416635,Marcelo Cid Heráclito Queiroz,Marcelo Cid Heráclito Queiroz,1649,11
113165042099382,Brasil 61,Brasil 61,1628,43
115931765148387,Assembleia Legislativa de Minas Gerais,Assembleia Legislativa Do Estado De Minas Gerais,1600,2
116725771476468,Eu Eleito,"Gambale Cursos, Produções e Marketing",1358,20
286484764739596,Conselho de Arquitetura e Urbanismo do Brasil - CAU/BR,Triads,1247,10
330379553673497,Oxfam Brasil,Oxfam Brasil,1240,69
198849783539777,Buscofem,Buscofem,1230,4
159103797542,Greenpeace Brasil,Greenpeace Brasil,1220,86
101230328792183,Portal Concursos & OAB,Portal Concursos & OAB,1211,91
163111127092232,Governo de Mato Grosso,ESTADO DE MATO GROSSO,1040,3
171342419582453,"CNC - Confederação Nacional do Comércio de Bens, Serviços e Turismo","CONFEDERACAO NACIONAL DO COMERCIO DE BENS, SERVICOS E TURISMO - CNC",1022,27
115558703488480,IDP Online,Instituto Brasiliense de Direito Publico,1010,60
1767220630177139,Animal Equality Brasil,Animal Equality Brasil,1005,4
131844590198876,Prefeitura de Porto Alegre,Prefeitura Municipal de Porto Alegre,982,1
515514761825666,Prefeitura de Curitiba,Prefeitura Municipal de Curitiba,925,6
102773638649611,Bruno Pereira,These ads ran without a disclaimer,912,27
2308676322748492,Marcio Carvalho de Sá,These ads ran without a disclaimer,819,28
596888410343196,Prefeitura de Atibaia,Prefeitura de Atibaia,648,4
111840278626169,Medicina com Respeito - Chapa 6 Cremesp 2023,Medicina com Respeito - Chapa 6,643,70
163893463708223,Marcelo Vitorino,Vitorino & Mendonça,636,15
534805630341699,Idecan Oficial,"INSTITUTO DE DESENVOLVIMENTO EDUCACIONAL, CULTURAL E ASSISTENCIAL NACIONAL",619,5
103049939296677,Paulo Santiago,Approved Empreendimentos Digitais,605,10
1376772065890813,Prefeitura de Jacareí,PREFEITURA DE JACAREÍ,587,26
110225312350543,Nova Escola,Associação Nova Escola,572,27
280413655431834,AMB - Associação Médica Brasileira,Associação Médica Brasileira,539,5
367980806622995,Bruna Furlan Deputada Estadual,Bruna Furlan Deputada Estadual,510,73
169743843175117,Bruno Ganem SP,Bruno Ganem,497,41
487358637978920,Governo do Tocantins,Governo do Tocantins,490,4
242327196694622,Brunnynha Ribeiro,These ads ran without a disclaimer,487,26
314588995218740,Detran Goiás,Detran Goiás,484,6
314916388685112,Deputado Val Ceasa,Deputado Val Ceasa,478,2
101466471666939,Diogo Pernoca,Diogo Pernoca,465,10
142073912632259,Carlos Giannazi,Deputado Carlos Giannazi,447,16
46904134466,Tecnisa - Mais construtora por m2,These ads ran without a disclaimer,445,2
186029714861523,Dr. Valdomiro Lopes,Dr. Valdomiro Lopes,438,4
479089705503936,Dep. Ricardo França,Ricardo Longatti França,435,16
101189854802059,Revista Oeste,These ads ran without a disclaimer,429,1
251235795032635,Itamar Borges,Itamar Borges,421,11
441467489336861,Prefeitura de Sinop,Prefeitura Municipal de Sinop,402,22
136344939876101,Gleisi Hoffmann,GLEISI HELENA HOFFMANN,391,51
167035830067775,Prefeitura de Canoas,Prefeitura de Canoas,390,5
112079711685517,Olhar Solidário - Projeto Social,Instituto Olhar Solidário,382,69
1452476871646616,Diário MS News 2,Diário MS News,382,5
176740279057602,CDL De Belo Horizonte,CAMARA DE DIRIGENTES LOJISTAS DE BELO HORIZONTE,380,12
185500178231142,Governo do Maranhão,Governo do Estado do Maranhão,378,2
154245591304344,Assembleia Legislativa de São Paulo,Assembleia Legislativa do Estado de São Paulo,377,16
976295639063920,Professora Andréa Paula,Professora Andréa Paula,377,56
360125334431298,Renova BR,ASSOCIAÇÃO RENOVA BR,374,55
123884341029248,João Jorge,JOÃO JORGE DE SOUZA,367,7
111750668533737,Stephanie Aline,Stephanie Aline,359,2
101694483013528,Choquei Noticias,These ads ran without a disclaimer,352,29
107751251520969,Clarice Ganem SP,Clarice Ganem,344,11
171631669624527,Bayer Brasil,Bayer Brasil,341,1
1573742939554561,Deputado Botelho,Deputado Botelho,337,7
152338908863109,William Dornela,William Dornela,334,60
378584562192977,Filippi,José de Filippi Junior,330,5
197587446941661,Valor Econômico,Editora Globo,321,2
507222835980004,Prefeitura de Porto Nacional,Prefeitura de Porto Nacional,315,4
1544493995819099,Roberto Cláudio,Roberto Claudio Bezerra,305,1
106095141435795,Prefeitura de Manhuaçu,Prefeitura Municipal de Manhuaçu,303,2
109779564998729,Jeferson Brun,Jeferson Brun,303,13
632161500194120,Omar Aziz,Omar Aziz,299,5
105726912062788,Secretaria de Desenvolvimento Social - Prefeitura de Blumenau,Secretaria de Desenvolvimento Social,297,4
543175155700057,Fernando Fernandes Filho,Fernando Fernandes Filho,296,11
181946581836674,Mega Concursos,Mega Concursos,295,13
111719941444610,Olhar Solidário - Pindamonhangaba,Instituto Olhar Solidário,283,47
7970426802,WWF-Brasil,WWF-Brasil,282,27
