Page ID,Page name,Disclaimer,Amount spent (PLN),Number of ads in Library
122074554119,EU Social,EU Social,4816,8
102811109411234,Do:łącz,Dołącz,3678,16
107023882460931,Aleksandra K. Wiśniewska,odwazyszsie.pl,1441,2
178362315106,European Parliament,European Parliament,1302,12
104884392877324,Alivia,Alivia - Fundacja Onkologiczna,1225,4
63563473556,Gazeta Wyborcza,Gazeta Wyborcza,1221,15
57544755889,Amnesty International Polska,Amnesty International Polska,1158,28
102931488739,Platforma Obywatelska,Platforma Obywatelska,1141,16
157458232131,Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,1023,15
142614625077,WWF Polska,WWF Polska,968,14
237466786344157,European Movement,European Movement International with Facebook ad credits,953,4
618179678235315,wschód,wschód,757,2
339855706171439,Dobra Fabryka,Dobra Fabryka,707,6
511908632322302,Artur Chojecki - Wojewoda Warmińsko-Mazurski,Artur Chojecki - Wojewoda Warmińsko-Mazurski,699,6
111465470197991,Mateusz Morawiecki,Mateusz Morawiecki,677,10
100758976350452,LubBezpośrednio.PL - Instytut Demokracji Bezpośredniej,"Fundacja ""Potrafisz Polsko""",669,24
228168274881,wysokieobcasy,wysokieobcasy,659,19
237466786344157,European Movement,European Movement International,648,4
104581499325617,Wybory bez picu,Obywatelska Kontrola Wyborów,564,12
228366267271894,Warsaw Enterprise Institute,Fundacja Warsaw Enterprise Institute,522,1
653937168081792,PZU,Powszechny Zakład Ubezpieczeń Spółka Akcyjna (PZU SA),504,7
513969188677442,Compassion Polska,Compassion Polska,488,8
434225653303734,Fundusze Europejskie dla Mazowsza,Agencja Reklamowa DSK Sp z o.o.,449,6
107099115544539,Zostań Dłużej,Euvic Media,414,13
520444618035778,Grupa EPL w Parlamencie Europejskim,EPP Group in the European Parliament,406,5
371359310400318,Janusz Kowalski,Janusz Kowalski,398,18
110554885250920,Postawmy na młodzież,Stowarzyszenie Projekt Poznań,397,67
107750507339408,Bart Staszewski,Fundacja Basta,395,1
101642942680755,Nie daj się kupić • STOP Handlowi Ludźmi,Nie daj się kupić • STOP Handlowi Ludźmi,387,1
312204349288060,Mariusz Gosek,Mariusz Gosek,369,11
104442609633150,Lubuskie,Lubuskie,368,3
335107452998,"InPost - Paczkomat, Kurier","InPost - Paczkomat, Kurier",355,4
108072144154309,Sebastian Łukaszewicz,Sebastian Łukaszewicz,352,2
105636040979969,Polska 2050,Polska 2050 Szymona Hołowni,341,32
1227194230675141,Pratia,Pratia SA,338,7
1683534065241470,OKO.press,OKO.press,333,6
123910440019,Renew Europe,Renew Europe Group,327,1
1581518611867021,Zbigniew Ziobro,Zbigniew Ziobro,316,3
395533923834784,PSL Mazowsze,PSL Mazowsze,308,22
178415208919146,Suwerenna Polska,Solidarna Polska,279,4
100392322548102,Lekarze bez Granic,"Fundacja ""Lekarze bez Granic""",272,5
256314858405394,Paweł Olszewski,Paweł Olszewski,263,6
198196133533089,Polska Misja Medyczna / Polish Medical Mission,Polska Misja Medyczna / Polish Medical Mission,256,13
107590839282206,BNP Paribas Bank Polska,BNP Paribas Bank Polska S.A.,253,4
267353906619818,Mr. Gugu & Miss Go,These ads ran without a disclaimer,250,49
145329992215815,Piotr Król,Piotr Król,241,4
160978464020426,Sławomir Nitras,Sławomir Nitras,232,5
366513693549844,Dr Witold Czarnecki - Poseł z Wielkopolski,Dr Witold Czarnecki - Poseł z Wielkopolski,223,23
129996417011607,Marcin OCIEPA,Marcin OCIEPA,222,3
102577288350341,Super Biznes,se.pl,220,5
169913419732194,Michał Jaros,Michał Jaros,216,13
133848103030491,W zgodzie z naturą - Polskie Eko Zagrody,W zgodzie z naturą - Polskie Eko Zagrody,210,15
114699243232023,Paweł Jabłoński,Paweł Jabłoński,208,8
137877409609952,Lewica,Nowa Lewica,207,2
292640324174614,Hellozdrowie.pl,Redakcja Hello Zdrowie,200,4
182038191908977,Ministerstwo Cyfryzacji,Kancelaria Prezesa Rady Ministrów,196,6
101406175131917,Wierzejki z certyfikatem,IT3,190,12
209963076513421,Niepodległa. Miejsce spotkań,Niepodległa,190,7
323818978380073,Stanisław Derehajło,Stanisław Derehajło,183,10
163488137165461,E.ON Polska,E.ON Polska,182,18
376101312892,Miasto Poznań,Miasto Poznań,181,6
1937461523203000,Fundacja Promocji Pojazdów Elektrycznych FPPE,Fundacja Promocji Pojazdów Elektrycznych,178,2
658695000844495,Adam Andruszkiewicz,Adam Andruszkiewicz,177,4
387124011444132,Wojciech Saługa Poseł na Sejm,Wojciech Saługa Poseł na Sejm,170,3
391098174296294,Super Express,se.pl,165,6
104313762397672,PolitykaRolna.eu - Nowa Wspólna Polityka Rolna projekt Infocap PL,Plantpress Sp. z o. o.,165,2
110491392351511,LINK4,LINK4,160,2
194585893914848,Fundacja Rozwoju Demokracji Lokalnej,Fundacja Rozwoju Demokracji Lokalnej,158,4
109649700417909,Piotr Sak,Poseł na Sejm RP Piotr Sak,157,2
1480642642217482,Marcin Dmowski,Marcin Dmowski,155,1
101168698130881,Suwerenna Polska Zachodniopomorskie,Dariusz Matecki,155,3
109254508891340,"Nie śpię, bo mieszkam w Polsce",GRUPA ZPR MEDIA,154,2
180185019111,Tygodnik Powszechny,Tygodnik Powszechny,152,6
1432065937006559,Polski Związek Tenisa Stołowego,Polski Związek Tenisa Stołowego,149,1
1431092387136668,Jan Grabiec,Jan Grabiec,148,2
108301418501661,Odszkodowania Za Represje 1944-1989,Odszkodowania Za Represje 1944-1989,147,1
749393698434460,Jarosław Krajewski,Jarosław Krajewski,144,8
818457621539495,Poseł Mejza,Poseł Mejza,142,2
109218848183780,Marek Woźniak,UMWW,140,6
425695274282222,Krzysztof Truskolaski - Poseł na Sejm RP,Biuro Poselskie Posła na Sejm RP Krzysztofa Truskolaskiego,139,5
851597268265842,Telewizja Kopernik,TELEWIZJA KOPERNIK,136,17
207653439276138,Fundusze Europejskie dla Dolnego Śląska,Fundusze Europejskie dla Dolnego Śląska,132,3
