Location name,Amount spent (USD)
Akmola Region,2074
Aktobe Region,893
Almaty Region,3089
Atyrau Region,701
East Kazakhstan Region,933
Jambyl Region,605
Karaganda Region,1150
Kostanay Region,564
Kyzylorda Region,589
Mangystau Region,626
North Kazakhstan Region,527
Pavlodar Region,653
South Kazakhstan Region,1685
Unknown,≤100
West Kazakhstan Region,524
