Location name,Amount spent (CHF)
Aargau,283
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,208
Basel-Landschaft,≤100
Bern,415
Canton of Geneva,2630
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,177
Fribourg,123
Graubünden,≤100
Jura,≤100
Luzern,4303
Neuchâtel,≤100
Schaffhausen,≤100
Schwyz,≤100
Solothurn,≤100
Thurgau,≤100
Ticino,1336
Unknown,≤100
Uri,≤100
Valais,169
Vaud,449
Zug,≤100
Zürich,700
