Location name,Amount spent (CLP)
Antofagasta Region,115803
Araucanía Region,93643
Arica y Parinacota Region,43448
Atacama Region,19879
Aysén Region,12159
Bío Bío Region,211881
Coquimbo Region,168001
Los Lagos Region,79316
Los Ríos Region,32292
Magallanes y la Antártica Chilena Region,34160
Maule Region,91759
O'Higgins Region,69651
Santiago Metropolitan Region,613668
Tarapacá Region,29231
Unknown,≤100
Valparaíso Region,127966
