Location name,Amount spent (USD)
Alabama,8951
Alaska,2155
American Samoa,≤100
Arizona,20334
Arkansas,5952
California,98386
Colorado,18735
Connecticut,9606
Delaware,3638
Florida,74216
Georgia,23332
Guam,≤100
Hawaii,3379
Idaho,4387
Illinois,39384
Indiana,23177
Iowa,8493
Kansas,7538
Kentucky,10308
Louisiana,14989
Maine,5151
Maryland,30886
Massachusetts,16397
Michigan,26746
Minnesota,23870
Mississippi,7134
Missouri,16396
Montana,9739
Nebraska,4497
Nevada,8284
New Hampshire,6412
New Jersey,26931
New Mexico,4538
New York,70906
North Carolina,28125
North Dakota,1366
Northern Mariana Islands,≤100
Ohio,39211
Oklahoma,11167
Oregon,11723
Pennsylvania,46813
Puerto Rico,≤100
Rhode Island,2269
South Carolina,11171
South Dakota,1465
Tennessee,22535
Texas,122183
Unknown,103
Utah,7579
Vermont,1498
Virgin Islands (U.S.),≤100
Virginia,23755
Washington,19397
"Washington, District of Columbia",10666
West Virginia,5613
Wisconsin,17113
Wyoming,1173
