Location name,Amount spent (BRL)
Acre (state),449
Alagoas,1429
Amapá,450
Amazonas,3361
Bahia,9192
Ceará,6072
Espírito Santo,2252
Federal District,4046
Goiás,4641
Maranhão,3143
Mato Grosso,2495
Mato Grosso do Sul,2824
Minas Gerais,30119
Paraná,10502
Paraíba,2385
Pará,3511
Pernambuco,6273
Piauí,1516
Rio Grande do Norte,2201
Rio Grande do Sul,11452
Rio de Janeiro (state),17605
Rondônia,902
Roraima,575
Santa Catarina,6027
Sergipe,1473
São Paulo (state),62165
Tocantins,789
Unknown,≤100
