Location name,Amount spent (THB)
Amnat Charoen,187
Ang Thong,147
Ayutthaya,842
Bangkok,14522
Bueng Kan,251
Buriram,883
Chachoengsao,637
Chai Nat,201
Chaiyaphum,562
Chanthaburi,419
Chiang Mai,1193
Chiang Rai,529
Chon Buri,1987
Chumphon,655
Kalasin,428
Kamphaeng Phet,571
Kanchanaburi,840
Khon Kaen,2017
Krabi,394
Lampang,446
Lamphun,213
Loei,547
Lop Buri,405
Mae Hong Son,143
Maha Sarakham,613
Mukdahan,226
Nakhon Nayok,385
Nakhon Pathom,842
Nakhon Phanom,449
Nakhon Ratchasima,1847
Nakhon Sawan,637
Nakhon Si Thammarat,991
Nan,262
Narathiwat,439
Nong Bua Lam Phu,307
Nong Khai,329
Nonthaburi,1240
Pathum Thani,804
Pattani,541
Phangnga,252
Phatthalung,317
Phayao,272
Phetchabun,516
Phetchaburi,328
Phichit,302
Phitsanulok,831
Phrae,279
Phuket,1026
Prachin Buri,634
Prachuap Khiri Khan,414
Ranong,170
Ratchaburi,706
Rayong,1075
Roi Et,655
Sa Kaeo,227
Sakon Nakhon,540
Samut Prakan,654
Samut Sakhon,564
Samut Songkhram,145
Saraburi,542
Satun,313
Sing Buri,165
Sisaket,591
Songkhla,2531
Sukhothai,451
Suphan Buri,548
Surat Thani,2492
Surin,667
Tak,404
Trang,411
Trat,239
Ubon Ratchathani,1366
Udon Thani,990
Unknown,≤100
Uthai Thani,159
Uttaradit,320
Yala Province,454
Yasothon,327
