Location name,Amount spent (TWD)
Changhua,4172
Chiayi,688
Hsinchu,2260
Hsinchu City,4568
Hualien,1573
Kaohsiung,16914
Keelung City,1548
Kinmen,224
Lienchiang,≤100
Miaoli,1807
Nantou,1579
New Taipei City,20901
Penghu,246
Pingtung,3094
Taichung,16465
Tainan,8590
Taipei,18330
Taitung,963
Taoyuan City,13264
Unknown,1577
Yilan,1354
Yunlin,2373
