Page ID,Page name,Disclaimer,Amount spent (CRC),Number of ads in Library
643513979193133,Unidos por Beatriz,Neuma,4607,3
265843867173714,La Revista,La Revista,3018,2
117702158266385,Antonio Álvarez Desanti,Antonio Alvarez Desanti,2433,1
101128242614247,Dr. Rodolfo Brenes Vargas,Rodolfo Brenes Vargas,1184,1
110229697990927,Pablo Sibaja - Diputado,Pablo Sibaja Jiménez,666,1
110874571760090,esconesi,These ads ran without a disclaimer,≤100,1
293468087920176,Adriana Perez,These ads ran without a disclaimer,≤100,1
131602424169035,Oxfam en Español,These ads ran without a disclaimer,≤100,1
100659342913338,Cambiemos La Regla,These ads ran without a disclaimer,≤100,1
102130299317180,Easy Scanner-G,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,2
1196196390526965,Facebook Surveys,These ads ran without a disclaimer,≤100,1
574493653232980,Narayan Patel MLA,These ads ran without a disclaimer,≤100,1
109376494661183,Aliaxis Latam,These ads ran without a disclaimer,≤100,2
