Location name,Amount spent (VEF)
Amazonas,1125
Anzoátegui,547291
Apure,271764
Aragua,783403
Barinas,454762
Bolívar (state),786778
Capital District,2560791
Carabobo,3555166
Cojedes,250000
Delta Amacuro,1125
Falcón,769514
Guárico,275139
Lara,547291
Miranda (state),1315883
Monagas,268389
Mérida,775649
Nueva Esparta,267264
Portuguesa,522889
Sucre,228138
Trujillo,519514
Táchira,1261175
Unknown,500000
Vargas,572497
Yaracuy,518389
Zulia,4576930
