Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,730
Bicol Region,4114
Cagayan Valley,3305
Calabarzon,20964
Caraga,6669
Central Luzon,12986
Central Visayas,8814
Cordillera Administrative Region,2170
Davao Region,5059
Eastern Visayas,4210
Ilocos Region,7873
Metro Manila,37175
Mimaropa,1998
Northern Mindanao,5945
Soccsksargen,2979
Unknown,≤100
Western Visayas,9873
Zamboanga Peninsula,2731
