Page ID,Page name,Disclaimer,Amount spent (CZK),Number of ads in Library
2214398435317853,CNN Prima NEWS,FTV Prima,7132,1
120343698070515,Liberální institut,Liberální institut,6301,2
60516116431,Člověk v tísni,"Člověk v tísni, o.p.s.",5570,8
179497582061065,Tomio Okamura - SPD,Svoboda a přímá demokracie - SPD,4444,11
361281313901258,Komerční banka,"Komerční banka, a.s.",4288,22
424114981002397,Český rozhlas Plus,Český rozhlas,4087,42
55876739776,Greenpeace Česká republika,Greenpeace Česká republika,3263,41
111041662264882,Sociální demokracie,ČSSD,3212,7
103430204491217,Robert Šlachta,PŘÍSAHA - občanské hnutí Roberta Šlachty,2736,2
120461304659141,O2 CZ,O2 Czech republic,2445,3
849315472073267,Charita ve světě / Caritas Czech Republic in the world,Charita Česká republika,2408,8
197010357446014,Ondřej Prokop,Ondrej Prokop,1861,5
134443820058669,Zbyněk Stanjura,ODS - Občanská demokratická strana,1591,6
30575632699,ODS - Občanská demokratická strana,ODS - Občanská demokratická strana,1539,10
370583064327,Starostové a nezávislí • STAN,Starostové a nezávislí • STAN,1394,4
123858471641,iROZHLAS.cz,Český rozhlas,1390,2
487445514669670,Petr Fiala,ODS - Občanská demokratická strana,1344,6
34825122262,Časopis Reflex,CZECH NEWS CENTER a. s.,1302,8
58887737763,Hnutí DUHA - Přátelé Země Česká republika,Hnutí DUHA - Přátelé Země Česká republika,1285,4
1469427909957890,Reportér magazín,Reportér magazín,1273,4
214827221987263,Andrej Babiš,Andrej Babiš,1268,4
110945610569821,Odchod.eu,Hnutí Odchod,1112,2
356451014434612,Marian Jurečka,KDU-ČSL,1108,10
107898832590939,European Commission,European Commission,1024,2
111589198630535,Pro Okrášlení A Rovnoprávnost Obcí,Jaroslava Mangová,916,3
122414944594991,"Chrenek, Toman, Kotrba advokátní kancelář","TOMAN & PARTNEŘI advokátní kancelář, s.r.o.",912,1
111599660619960,Denik.cz Promo,Denik.cz Promo,806,1
101279652413889,SPOLU pro Prahu,SPOLU Praha,789,2
1104866262972886,Michal Šmarda • Sociální demokracie,Česká strana sociálně demokratická,771,2
178362315106,European Parliament,European Parliament,748,8
251656685576,KDU-ČSL,KDU-ČSL,725,3
39371299263,Zelení - Strana zelených,Zelení - Strana zelených,664,4
52479821102,Týdeník Respekt,Týdeník Respekt,650,6
384187235387895,Alena Schillerová,ANO,633,1
264983260329918,Rádio Universum,Kupředu do minulosti s.r.o.,610,3
693725074166331,Naše zdravotnictví,Naše zdravotnictví,609,3
317158175535179,BitLife,These ads ran without a disclaimer,579,3
