Page ID,Page name,Disclaimer,Amount spent (RON),Number of ads in Library
178362315106,European Parliament,European Parliament,3507,6
1395939193764858,Marcel Ciolacu,Partidul Social Democrat,3113,14
181375448581167,Partidul Naţional Liberal,Partidul Național Liberal,2100,3
1058116737612843,USR,Uniunea Salvați România,1264,9
990747367737692,Cătălin Drulă,Uniunea Salvați România,1071,1
102025778125741,Robert Cazanciuc,Partidul Social Democrat,652,5
163943696987223,Ziarul Puterea,Ziarul Puterea,568,23
697451833786949,Mihai Polițeanu,POLITEANU MIHAI-LAURENTIU,492,11
100187575506085,Bogdan Balaniscu,Partidul Social Democrat,442,4
1133289623473565,Lucian Patrascu,Partidul Social Democrat,433,4
1796777377209154,Regia Nationala a Padurilor - Romsilva,Regia Nationala a Padurilor - Romsilva,412,10
108801900624850,Cojocaru Petru Bogdan,Partidul Social Democrat,389,4
107236228539491,Ion Belu,Ion Belu,385,1
2546711162025064,Politice.net,politice.net,370,4
360828814115641,Asociatia Slujire Crestina,Asociatia Slujire Crestina,361,7
102601499822802,RMDSZ,RMDSZ,354,5
207741001672,Speranta pentru Romania,Speranta pentru Romania,352,8
114319753592403,AFACERI.news,Horia-Marius Bogdan,298,6
138896782840976,Biroul Parlamentului European în România,Biroul Parlamentului European în România,264,3
113009310432947,Cheșa Ilie,Chesa Ilie,233,3
574372066308729,Basism,Grupul de Investigatii Politice,212,1
225783874101141,Institutul pentru Politici Sociale,Institutul pentru Politici Sociale,212,41
1658924257659048,USR Sector 3,Partidul Uniunea Salvați România - Filiala Sector 3,205,2
110665943772240,Virgil Pirvulescu,Virgil Pirvulescu,197,1
1504323906337545,Litere.net,litere.net,191,2
1602563209957356,PNL Bacău,Partidul Național Liberal,183,1
112599703659958,Green News,ASOCIATIA GREEN ACADEMY,171,6
181375448581167,Partidul Naţional Liberal,Partidul National Liberal,168,2
104217171285776,Asociația Industriei Lemnului - Prolemn,Asociația Industriei Lemnului - Prolemn,155,1
872508899534866,Gelu Panfil,Gelu Panfil,155,1
113910327963153,Andrei Ohaci,Andrei Ohaci,143,5
321890494859228,Vlad Gheorghe,GHEORGHE VLAD-DAN,142,11
104903512152451,Ionel Sandu - Pagina Oficiala,Ionel Sandu,140,1
174434106304018,USR Galați,USR Galați,135,4
675042232534141,Vincze Loránt,Vincze Loránt,132,2
110714784883015,Bogdan Dumea,DUMEA BOGDAN-MIHAI,127,6
222301682031706,USR Hunedoara,Uniunea Salvati Romania,120,3
104484254797326,Laura Vicol,Deputat Laura Vicol,120,2
275718032506812,Oana Bulai,Bulai Oana Gianina,111,4
100252252935644,Daniel Florian Mihaly Candidat la Primăria Sectorului 2 Susținut de Onțanu,Partidul ADER Sector 2,111,2
514264362028436,Stefan Musoiu,Stefan Musoiu,111,2
2443020582586584,Romania Eficienta,Romania Eficienta,108,8
220579784732993,Daniel Buda,Buda Daniel,≤100,3
100211372942318,România=GEȚIA,Mărgărit-Daniel Buzoi,≤100,2
159027940804196,Consiliul Superior al Magistraturii,Complete media,≤100,3
509548582409324,Ghidul Primãriilor,Millenium Management Sistem SRL,≤100,1
200813406761691,Corina Cretu,Marina Alin-Constantin,≤100,2
205001282852200,Milvus Group,Asociatia GRUPUL MILVUS,≤100,5
101340741758468,Radu Pescar,Pescar Radu Mircea,≤100,7
1164341813627057,Maria Gabriela Horga,Gabriela Horga,≤100,4
215328865181171,Borboly Csaba,Borboly Csaba,≤100,2
261202277284497,Theodor Paleologu,Ioana Prândurel,≤100,3
168243139877442,BZI,BZI,≤100,3
100348189494015,Robert Vitoș,Robert Vitos,≤100,2
106809077982489,"Fundatia ""Perfect Civic""",Fundația „Perfect Civic”,≤100,1
201920416986321,EM360 Studio,EM360 cu Adi Maniutiu,≤100,1
