Location name,Amount spent (TWD)
Changhua,6762
Chiayi,1976
Hsinchu,3187
Hsinchu City,5491
Hualien,3564
Kaohsiung,24911
Keelung City,2729
Kinmen,482
Lienchiang,≤100
Miaoli,3649
Nantou,2770
New Taipei City,37271
Penghu,627
Pingtung,4561
Taichung,26970
Tainan,15130
Taipei,26848
Taitung,1508
Taoyuan City,23834
Unknown,3553
Yilan,2591
Yunlin,4445
