Location name,Amount spent (EUR)
Carlow,≤100
Cavan,≤100
County Clare,≤100
County Cork,435
County Laois,≤100
County Leitrim,≤100
County Longford,≤100
County Louth,145
County Mayo,≤100
County Meath,137
County Monaghan,≤100
County Offaly,≤100
County Tipperary,114
County Westmeath,≤100
Donegal,123
Dublin,1435
Galway,185
Kerry,≤100
Kildare,154
Kilkenny,≤100
Limerick,148
Roscommon,≤100
Sligo,≤100
Unknown,≤100
Waterford,≤100
Wexford,105
Wicklow,114
