Location name,Amount spent (NOK)
Akershus,3775
Aust-Agder,616
Buskerud,1582
Finnmark,613
Hedmark,1011
Hordaland,3178
Møre og Romsdal,1491
Nord-Trøndelag,803
Nordland,1684
Oppland,857
Oslo,8259
Rogaland,2763
Sogn og Fjordane,523
Svalbard and Jan Mayen,≤100
Sør-Trøndelag,2008
Telemark,1191
Troms,1109
Unknown,≤100
Vest-Agder,1605
Vestfold,1658
Østfold,1364
