Page ID,Page name,Disclaimer,Amount spent (HUF),Number of ads in Library
543788999005363,ORIGO,Mediaworks Hungary Zrt.,78982,12
47198507012,LMP - Magyarország Zöld Pártja,LMP - Magyarország Zöld Pártja,63867,8
1534911313439123,Ripost,Ripost,52607,8
592204747588011,Momentum Mozgalom,Momentum Mozgalom,45557,23
594088897289853,Alapjogokért Központ,Alapjogokért Központ,44012,21
109414841321682,Magyar Falu Program,Magyar Falu Program,42791,4
108346693873484,Győrffy Balázs,Balazs Gyorffy,42207,5
109503892404998,Világgazdaság,Mediaworks Hungary Zrt.,36187,9
331580946799,Borsonline - Bors Szórakoztató Napilap,Borsonline - Bors Szórakoztató Napilap,34135,6
248172631940,Mandiner,Mediaworks Hungary Zrt.,33628,8
167604093409160,Promenad24,Csanád Média Kft.,31523,1
506348326210466,Ungár Péter,LMP - Magyarország Zöld Pártja,27537,6
264517713636590,PestiSracok.hu,PestiSrácok.hu,26047,7
326635018181862,Magyar Nemzet,Mediaworks Hungary Zrt.,25556,6
447204268797621,RTL.hu,RTL.HU,21794,1
169599166463839,Demokratikus Koalíció,Demokratikus Koalíció,21291,2
196431174341272,József Felföldi,József Felföldi,21053,4
1584646591763647,Kanász-Nagy Máté,LMP - Magyarország Zöld Pártja,17285,4
103294948505659,Szánthó Miklós,Szánthó Miklós – Alapjogokért Központ,17268,14
289633770813,UNICEF Magyarország,UNICEF Magyar Bizottság Alapítvány,17179,57
451844608304228,Metropol,Metropol,16066,6
1408906262689093,Nyitrai Zsolt,Fidesz,15114,7
851784814892644,Simicskó István,KDNP frakció,14707,2
143151351544,Színházi Olimpia 2023 / Theatre Olympics 2023,Szinházi Olimpia Nonprofit Kft.,14460,7
303640261940,Nemzeti Sport Online,Mediaworks Hungary Zrt.,13181,4
734217673259088,Ujhelyi István dr.,Ujhelyi István EP-képviselő,12894,30
376436808069,Eventim - Ticket Express Hungary,TEX Hungary Kft.,12791,3
153992771336740,Origo Sport,Mediaworks Hungary Zrt.,11788,2
170187966339475,Life.hu,Mediaworks Hungary Zrt.,11671,5
142116653162328,Márki-Zay Péter,Mindenki Magyarországa Mozgalom,11586,7
1461534750733248,Schmuck Erzsébet,LMP - Lehet Más a Politika,11397,3
103874348723105,Megoldás Mozgalom,Megoldás Mozgalom,11213,3
54779960819,United Nations,United Nations with Facebook Ad Credits,11191,9
345496092135627,Hír TV,Mediaworks Hungary Zrt.,11019,4
103478164920832,Rubicon Intézet,Rubicon Intézet,10464,14
191946490841225,Dúró Dóra,Mi Hazánk Mozgalom,9699,3
100299381703981,Ps TV,PestiSrácok.hu,9440,3
1237616006358749,Kékes Online,Kékes Online,9329,11
136387873164491,Csárdi Antal,LMP - Magyarország Zöld Pártja,9184,2
103922897650335,Bakos Bernadett,LMP - Magyarország Zöld Pártja,8864,2
110599253866889,Millenna,Millenna Újság,8564,2
113028273433856,Budafok-Tétény / Közösségre kapcsolva,Közösségre kapcsolva 22,8119,4
105129068891221,Frisshirek.hu,Genesis Médiacsoport Kft.,8095,6
113043410066839,Momentum Zala,Momentum Mozgalom,8066,3
178362315106,European Parliament,European Parliament,8022,3
735736549957756,G7.hu,G7.hu Nonprofit Zrt.,7836,1
177477379482620,MKKP BP XII. kerület,Magyar Kétfarkú Kutya Párt,7098,11
113684438795574,Párbeszéd Magyarországért,Párbeszéd Magyarországért,7019,6
101028767982783,Ne dolgozz ingyen,PDSZ - Pedagógusok Demokratikus Szakszervezete,6115,3
320986996098,zaol.hu,Mediaworks Hungary Zrt.,5998,2
125953004085398,Kemma.hu,Kemma.hu,5913,2
108248022589754,Bosch Magyarország,Bosch Magyarország,5806,4
108146403966754,Dr. Bagó Zoltán,Dr. Bagó Zoltán,5635,1
122922027734811,feol.hu,Mediaworks Hungary Zrt.,5619,2
131283758531,HVG,HVG Kiadó ZRt.,5611,4
296310837699,vaol.hu,Mediaworks Hungary Zrt.,5578,2
308871671705,BAON Bács-Kiskun vármegyei Online,Mediaworks Hungary Zrt.,5542,2
237088069704442,Kósa Ádám,"Adam Kosa, Member of the European Parliament",5495,1
115295915203476,Európa Pont,Európai Bizottság Magyarországi Képviselete,5491,3
264210363649459,Élő Norbert,Élő Norbert,5471,2
270741976461920,Farkas Éva Erzsébet,Farkas Éva Erzsébet Hivatalos Oldala,5451,3
1627127484170228,NHC24,Mediaworks Hungary Zrt.,5428,2
203158929827,Beol.hu Békés vármegyei online,Mediaworks Hungary Zrt.,5418,2
887921287887805,Király Nóra,Király Nóra,5397,2
408924035951553,Körforrás,Körforrás,5362,5
129255963785124,Heol.hu,Heol.hu,5335,2
100452852734271,Startlap - Vásárlás tippek,Central Médiacsoport Zrt.,5086,4
110528170650337,Csokonai15,Csokonai Nonprofit Kft.,4965,2
106280224056208,Gelencsér Ferenc,Momentum Mozgalom,4961,1
116905388345518,veol.hu,Mediaworks Hungary Zrt.,4809,2
102641477991941,bahir.hu - BAHÍR,Zöld Baranya Egyesület,4804,9
102426795954406,Nobilis Márton,Nobilis Márton,4735,7
105774734948091,Hungarian Conservative,Hungarian Conservative,4489,6
101834121646723,Kiss Balázs Imre,Kiss Balázs Imre,4441,1
142116653162328,Márki-Zay Péter,Márki-Zay Péter,4414,12
197203437879379,Szaniszló Sándor,Szaniszló Sándor,4327,2
258636010813346,Delmagyar.hu,Mediaworks Hungary Zrt.,4299,2
147633001941737,kisalfold.hu,kisalfold.hu,4284,2
221761091331222,Danube Institute,Danube Institute,4278,8
148568395195268,DemNet,DemNet,3920,2
329444931109132,Őrsi Gergely,Őrsi Gergely Ferenc,3827,4
109565208474856,Startlap - Utazás tippek,Central Médiacsoport Zrt.,3791,2
184922004946258,Horváth Csaba,Budapest Főváros XIV. Kerület Zugló Önkormányzata,3790,2
105097844200628,EzaLényeg.hu - Pestlőrinc,EzaLényeg.hu,3704,8
1215492498464496,Angyal Károly,Angyal Károly Tibor,3478,3
293410494975,Republikon Intézet,Republikon Alapítvány,3263,4
506244332746545,TEOL.hu,TEOL.hu,3243,1
127355373967413,Pécsi STOP.hu,Pécsi STOP.hu,3202,1
232885567053351,Schneider Electric,These ads ran without a disclaimer,3054,1
386132578063762,Balaicz Zoltán,Balaicz Zoltán,3032,2
101897961290159,Momentum XVIII. kerület,Momentum Mozgalom,2979,4
103607814480517,Kovács Alex Gábor,Kovács Alex Gábor,2956,4
777343075710072,Migrációkutató Intézet,Migrációkutató Intézet,2936,6
189020783523,Mathias Corvinus Collegium - MCC,Mathias Corvinus Collegium Alapítvány,2932,3
160935777365,bama.hu - a baranyai hírportál,bama.hu - a baranya megyei hírportál,2875,1
321422908590395,Mindenki Magyarországa Mozgalom,Mindenki Magyarországa Mozgalom,2835,2
172936669443469,Dunaújvárosi Hírlap - duol.hu,Dunaújvárosi Hírlap - duol.hu,2830,1
134324809941862,Szoljon.hu,Mediaworks Hungary Zrt.,2802,1
107497294070998,Terézváros,Budapest Főváros VI. kerület Terézváros Önkormányzata,2751,1
107760432613264,Sonline.hu - Somogy közösségi és hírportálja,Sonline.hu - Somogy közösségi és hírportálja,2750,1
1788976674749685,Törő Gábor,Törő Gábor,2719,8
881398955358662,Mándi László,Mándi László,2668,2
35634348348,Greenpeace Magyarország,Greenpeace Magyarország,2634,2
1604359922977040,MKKP Újpest BP IV. kerület,Magyar Kétfarkú Kutya Párt,2618,4
1767688026844895,Zalaegerszeg Megyei Jogú Város,Zalaegerszegi Televízió és Rádió Kft,2542,1
108854513993720,Derda Ádám,Ádám Derda,2518,2
1382783485324942,San Miguel,These ads ran without a disclaimer,2475,2
103670522489720,A baloldal valódi arca,A baloldal valódi arca,2438,3
2552532618151148,Újpesti Hírek,Újpesti Hírek,2429,1
161746613987047,Állampolgári Bizottság az Emberi Jogokért,Állampolgári Bizottság az Emberi Jogokért,2427,4
1848441158737473,Szegeder.hu,Szegeder.hu Alapítvány,2412,11
44847086574,Amnesty International Magyarország,Amnesty International Magyarország,2392,4
102203505677256,Fenntartható Városok,Fenntartható Közösségek Központja,2390,3
122553474422895,Vodafone Magyarország Alapítvány,Vodafone Magyarország Alapítvány,2367,1
109651004719614,Szol24,Esélyegyenlőség és Fenntarthatóság Egyesület,2345,2
85568463466,Mérce,Mérce,2340,13
270300439972751,Szemlélek,Szemlélek Alapítvány,2231,3
422399638586608,Indítsuk Be Magyarországot Alapítvány,Indítsuk Be Magyarországot Alapítvány,2201,1
180924612473518,Dr. Brenner Koloman,Jobbik Magyarországért Mozgalom,2193,1
