Location name,Amount spent (NZD)
Auckland Region,4704
Bay of Plenty Region,829
Canterbury,1546
Cook Islands,≤100
Gisborne District,125
Hawke's Bay,411
Manawatu-Wanganui,612
Marlborough Region,121
Nelson Province,186
Niue,≤100
Northland Region,459
Otago,647
Southland,226
Taranaki,343
Tasman District,124
Tokelau,≤100
Unknown,≤100
Waikato,1378
Wellington Region,1298
West Coast,≤100
