Location name,Amount spent (USD)
Dar es Salaam,249
Dodoma,≤100
Iringa,≤100
Kagera,≤100
Kigoma,≤100
Kilimanjaro,≤100
Lindi,≤100
Mara,≤100
Mbeya,≤100
Morogoro,≤100
Mtwara,≤100
Mwanza,≤100
Pemba North,≤100
Pemba South,≤100
Pwani,≤100
Rukwa,≤100
Ruvuma,≤100
Shinyanga,≤100
Singida,≤100
Tabora,≤100
Tanga,≤100
Unknown,≤100
Zanzibar Central,≤100
Zanzibar North,≤100
Zanzibar Urban,≤100
