Location name,Amount spent (CLP)
Antofagasta Region,60296
Araucanía Region,99518
Arica y Parinacota Region,23544
Atacama Region,13587
Aysén Region,8825
Bío Bío Region,188644
Coquimbo Region,80838
Los Lagos Region,68328
Los Ríos Region,23370
Magallanes y la Antártica Chilena Region,11049
Maule Region,68078
O'Higgins Region,81317
Santiago Metropolitan Region,647817
Tarapacá Region,29517
Unknown,196
Valparaíso Region,139958
