Location name,Amount spent (TRY)
Adana Province,1243
Adıyaman Province,113
Afyonkarahisar Province,214
Aksaray Province,176
Amasya Province,≤100
Ankara Province,3682
Antalya Province,1050
Ardahan Province,≤100
Artvin Province,≤100
Aydın Province,616
Ağrı Province,≤100
Balıkesir Province,541
Bartın Province,≤100
Batman Province,138
Bayburt Province,≤100
Bilecik Province,≤100
Bingöl Province,≤100
Bitlis Province,≤100
Bolu Province,114
Burdur Province,≤100
Bursa Province,1653
Denizli Province,375
Diyarbakır Province,326
Düzce Province,131
Edirne Province,165
Elazığ Province,127
Erzincan Province,≤100
Erzurum Province,177
Eskişehir Province,373
Gaziantep Province,663
Giresun Province,163
Gümüşhane Province,≤100
Hakkâri Province,≤100
Hatay Province,645
Isparta Province,150
Istanbul Province,12498
Iğdır Province,≤100
Kahramanmaraş Province,317
Karabük Province,≤100
Karaman Province,≤100
Kars Province,≤100
Kastamonu Province,105
Kayseri Province,498
Kilis Province,≤100
Kocaeli Province,664
Konya Province,997
Kütahya Province,184
Kırklareli Province,113
Kırıkkale Province,≤100
Kırşehir Province,≤100
Malatya Province,188
Manisa Province,647
Mardin Province,199
Mersin Province,1216
Muğla Province,1294
Muş Province,≤100
Nevşehir Province,≤100
Niğde Province,≤100
Ordu Province,266
Osmaniye Province,145
Rize Province,128
Sakarya Province,203
Samsun Province,1085
Siirt Province,≤100
Sinop Province,≤100
Sivas Province,176
Tekirdağ Province,373
Tokat Province,499
Trabzon Province,321
Tunceli Province,≤100
Unknown,≤100
Uşak Province,139
Van Province,168
Yalova Province,≤100
Yozgat Province,≤100
Zonguldak Province,1427
Çanakkale Province,339
Çankırı Province,≤100
Çorum Province,167
İzmir Province,3008
Şanlıurfa Province,408
Şırnak Province,108
