Page ID,Page name,Disclaimer,Amount spent (RON),Number of ads in Library
1058116737612843,USR,Uniunea Salvați România,18378,4
990747367737692,Cătălin Drulă,Uniunea Salvați România,13092,12
181375448581167,Partidul Naţional Liberal,Partidul Național Liberal,3990,8
178362315106,European Parliament,European Parliament,3553,9
321890494859228,Vlad Gheorghe,GHEORGHE VLAD-DAN,1560,83
1395939193764858,Marcel Ciolacu,Partidul Social Democrat,906,13
1122653111147741,Genesis Athens,Genesis Athens,659,2
1133289623473565,Lucian Patrascu,Partidul Social Democrat,601,4
1504323906337545,Litere.net,litere.net,593,2
102601499822802,RMDSZ,RMDSZ,469,9
207741001672,Speranta pentru Romania,Speranta pentru Romania,468,6
1559885467641191,Râul Alb,Râul Alb,450,4
494469087244449,Eugen Tomac,Eugen Tomac,448,2
686190454826244,Declic,Declic,417,97
731035500293728,Siegfried Muresan,Siegfried Muresan,404,2
108295090637741,ASAP România,Fundatia The Institute,390,3
176989973158138,Guvernare.net,Guvernare.net,387,3
2546711162025064,Politice.net,politice.net,347,2
697451833786949,Mihai Polițeanu,POLITEANU MIHAI-LAURENTIU,345,4
100348189494015,Robert Vitoș,Robert Vitos,332,2
360828814115641,Asociatia Slujire Crestina,Asociatia Slujire Crestina,278,5
1408452646080627,Marius Screciu,SCRECIU MARIUS-VASILE,252,2
1592660281028385,USR Bihor,USR Bihor,251,2
1728943890687875,USR Mureș,Uniunea Salvați România - Filiala Județeana Mures,245,2
1780528075550888,USR Vrancea,Uniunea Salvați România - USR,238,1
112664490103704,Salvăm România,Salvăm România,224,1
1577877239102295,Nicolae Ionel Ciucă,Partidul National Liberal,221,2
1723480164579572,USR Brașov,USR Brașov,218,2
110665943772240,Virgil Pirvulescu,Virgil Pirvulescu,214,1
987000488084806,USR Argeș,USR Argeș,211,2
458397014327039,Adrian Mocanu,Adrian Mocanu,206,2
111994375162231,Sondaje Dambovita,Media Flux Dâmbovița SRL,204,5
149371012371397,Newsweek Romania,Newsweek Romania,200,3
200504554237674,USR Teleorman,USR Teleorman,195,1
174434106304018,USR Galați,USR Galați,194,7
175293925828191,Kelemen Hunor,RMDSZ,190,2
111190480252428,Radu Molnar,Radu Iulian Molnar,184,10
101340741758468,Radu Pescar,Pescar Radu Mircea,168,7
101447775999828,Bogdan Mîndrescu,Partidul Social Democrat,168,1
767582706713570,Allen Coliban,USR Brașov,164,1
341037705981172,Humanitas,Humanitas,160,5
102106432515274,Partidul Patriotilor,Partidul Patriotilor,150,1
1769713886444816,Râsu Plânsu,Râsu Plânsu,144,1
1156150484398630,MozaiQ,MozaiQ,143,2
527351247377965,European Committee of the Regions,European Committee of the Regions,134,5
123526378261795,Stiri Locale,Stiri Locale,130,3
113910327963153,Andrei Ohaci,Andrei Ohaci,126,1
1498149113813076,Florin Cîţu,CITU FLORIN-VASILE,124,2
1560147330888040,Winkler Gyula,Winkler Gyula,118,4
102743169253473,Reciclăm în România,Reciclăm în România,114,5
351377468251533,Agenţia Naţională a Funcţionarilor Publici,Agenţia Naţională a Funcţionarilor Publici,112,4
708767705922205,Eurotrans Alapítvány,Eurotrans Alapítvány,111,14
364156627669948,Ștefan Pălărie,Ștefan Pălărie,110,3
100211372942318,România=GEȚIA,Mărgărit-Daniel Buzoi,109,1
101254968456255,Călin Gheorghe Maties-senator,Calin-Gheorghe Maties,104,1
114319753592403,AFACERI.news,Horia-Marius Bogdan,101,2
200480966638039,Supremacy 1914,These ads ran without a disclaimer,101,2
348610102203573,Radu Miruţă,MIRUTA RADU-DINEL,≤100,1
106543571883873,Forța Dreptei - București,Forța Dreptei - București,≤100,2
364996840328403,Asociația Liga Albanezilor din România,ALAR,≤100,1
1047658422027323,Dan Ivan,Ivan Dan,≤100,1
139292873479110,Florin Oancea,Florin Oancea,≤100,1
