Page ID,Page name,Disclaimer,Amount spent (VND),Number of ads in Library
105473397490741,Phạm Thị Nga,These ads ran without a disclaimer,2479092,13
120568721035023,Jackson Justin,These ads ran without a disclaimer,1423347,1
229718667137807,Invisalign Vietnam,These ads ran without a disclaimer,1155279,1
1860179160927237,Cao Đẳng Kinh Tế Công Nghiệp Hà Nội - Hiec,These ads ran without a disclaimer,1025426,1
116067974827401,Dr Xương Khớp - Gút - Đau mỏi,These ads ran without a disclaimer,929273,1
274029666652687,American Study,These ads ran without a disclaimer,846065,3
654396084640049,IMM GROUP,IMM Group,686159,8
109088545482687,Nhà Ở Xã Hội Evergreen Bắc Giang,These ads ran without a disclaimer,485036,1
108390095364515,Phạm Văn Thanh- Đặc Trị Xương Khớp,These ads ran without a disclaimer,466523,1
101914358044085,Tài Liệu Ôn Thi Viên Chức Giáo Dục,Tài Liệu Ôn Thi Viên Chức Giáo Dục,388962,6
192195994956428,Tài Liệu Thi Viên Chức Giáo Viên,Tài Liệu Thi Viên Chức Giáo Viên,347771,8
101291915685026,Thầy Thuốc Nhân Dân Phạm Văn Thanh,These ads ran without a disclaimer,330080,1
111267731617802,Lương Y Phạm Văn Thanh - Người Thầy Y Đức,These ads ran without a disclaimer,310866,1
105062615490802,Thượng Tọa Thích Đức Thiện,Thượng Tọa Thích Đức Thiện,256736,5
109110385574706,Trung Tâm Thẩm Mỹ Như Ý - Trảng Bàng,These ads ran without a disclaimer,255503,2
111759838244849,Hết Nợ Con Về,These ads ran without a disclaimer,251986,1
103504685839697,SÁCH TỔNG HỢP,These ads ran without a disclaimer,241037,2
104727295960051,Gà Mỷ Cựa Dao,These ads ran without a disclaimer,214683,3
100302952590176,Tủ Sách Doanh Nhân,These ads ran without a disclaimer,184849,2
105845511087981,TRUYỀN HÌNH AN VIÊN,Truyền hình Bchannel - BTV9 An Viên,178985,20
668471776674810,Nha Khoa Paris,These ads ran without a disclaimer,165040,1
108685817326606,Truther Piece Official,These ads ran without a disclaimer,131335,1
113145355036082,Tổng Kho Sách Miền Bắc,These ads ran without a disclaimer,125557,1
1831330046916094,Tuyển Dụng Giáo Viên Hà Nội,Tuyển Dụng Giáo Viên Hà Nội,118461,3
1594005334231968,Daedong Korea Ginseng,These ads ran without a disclaimer,95649,1
100642569492416,Ng.Thị Thu Thảo,These ads ran without a disclaimer,88531,1
615040838898606,Angry Birds Dream Blast,These ads ran without a disclaimer,83227,1
100691709546805,BABY &MAMI SPA - Chăm Sóc sức khỏe MẸ Và Bé Chuẩn Y Khoa,These ads ran without a disclaimer,78779,1
691541834375753,Nha Khoa Paris Buôn Ma Thuột,These ads ran without a disclaimer,70731,1
111535111844172,VaiNovel,These ads ran without a disclaimer,63422,4
108715314693314,Tài Liệu Thi Viên Chức Giáo Dục TP.HCM - Bình Dương,Tài Liệu Thi Viên Chức Giáo Dục TP.HCM - Bình Dương,50244,1
110858335318321,Khu nhà ở xã hội 384 Lê Thánh Tông - MoonBay Residence,These ads ran without a disclaimer,48685,1
106864984981716,Tài liệu ôn thi viên chức giáo viên TP. HCM,Tài liệu ôn thi viên chức giáo viên TP. HCM,41743,1
110434058226681,GYM THANH NIÊN,GYM THANH NIÊN,34081,1
109006655588270,Ngôn ngữ Trung Quốc - Đại học Thái Nguyên,These ads ran without a disclaimer,30044,1
225706078170576,Đoàn TNCS Hồ Chí Minh xã Quảng Tiến,Đoàn TNCS Hồ Chí Minh xã Quảng Tiến,27326,1
902785046529464,Tài liệu Thi Viên Chức Giáo Dục Quảng Ngãi,Tài liệu Thi Viên Chức Giáo Dục Quảng Ngãi,25039,1
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,23577,1
104119819144983,FPT Thanh Hóa,These ads ran without a disclaimer,23577,1
100973116331828,Xe tải Hyundai - Mr Hiếu 0936273238,These ads ran without a disclaimer,18643,1
104130112732586,DẬU Camping - Cho thuê dụng cụ dã ngoại ở Đà Nẵng,These ads ran without a disclaimer,17504,1
117467188007462,Vương Tới Tầm Cao VTB,These ads ran without a disclaimer,4496,1
114507578365083,Nguồn Quỹ Phát Triển 2023,These ads ran without a disclaimer,2548,1
1432020133728838,"IBID - Tư vấn đầu tư định cư Mỹ, Úc, Canada, Châu Âu",These ads ran without a disclaimer,343,1
117879734612936,Trung Tâm Thẩm Mỹ Quốc Tế Như Ý - Tây Ninh,These ads ran without a disclaimer,≤100,1
101303993032402,ТSL Рroject,These ads ran without a disclaimer,≤100,1
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,1
102536645847298,Via902.vn186895,These ads ran without a disclaimer,≤100,1
145136288859515,GQ South Africa,These ads ran without a disclaimer,≤100,1
120205777739943,The Baller Cap,These ads ran without a disclaimer,≤100,1
144239423007,VOA Tiếng Việt,These ads ran without a disclaimer,≤100,1
274122625973157,World Federation of Neurology - WFN,These ads ran without a disclaimer,≤100,2
105433098937696,Fun Magazine Club,These ads ran without a disclaimer,≤100,1
100305849167750,Born To Know,These ads ran without a disclaimer,≤100,1
102958012818672,Fun Smuggle,These ads ran without a disclaimer,≤100,2
104738335990390,Fnuhj-1234,These ads ran without a disclaimer,≤100,1
