Location name,Amount spent (JPY)
Aichi Prefecture,19983
Akita Prefecture,1820
Aomori Prefecture,2245
Chiba Prefecture,24456
Ehime Prefecture,3391
Fukui Prefecture,1758
Fukuoka Prefecture,51227
Fukushima Prefecture,3993
Gifu Prefecture,4187
Gunma Prefecture,4406
Hiroshima Prefecture,7128
Hokkaido,14125
Hyōgo Prefecture,16927
Ibaraki Prefecture,6934
Ishikawa Prefecture,2894
Iwate Prefecture,2466
Kagawa Prefecture,2511
Kagoshima Prefecture,3150
Kanagawa Prefecture,48117
Kumamoto Prefecture,4432
Kyoto Prefecture,15776
Kōchi Prefecture,1219
Mie Prefecture,4577
Miyagi Prefecture,13283
Miyazaki Prefecture,2401
Nagano Prefecture,5477
Nagasaki Prefecture,4071
Nara Prefecture,3611
Niigata Prefecture,4709
Okayama Prefecture,4036
Okinawa Prefecture,6793
Osaka Prefecture,30022
Saga Prefecture,3101
Saitama Prefecture,23380
Shiga Prefecture,3627
Shimane Prefecture,1554
Shizuoka Prefecture,9811
Tochigi Prefecture,4540
Tokushima Prefecture,1392
Tokyo,111469
Tottori Prefecture,1126
Toyama Prefecture,2362
Unknown,≤100
Wakayama Prefecture,1750
Yamagata Prefecture,2038
Yamaguchi Prefecture,2753
Yamanashi Prefecture,2496
Ōita Prefecture,3977
