Location name,Amount spent (NZD)
Auckland Region,4858
Bay of Plenty Region,820
Canterbury,1564
Cook Islands,≤100
Gisborne District,102
Hawke's Bay,415
Manawatu-Wanganui,555
Marlborough Region,106
Nelson Province,175
Northland Region,468
Otago,610
Southland,209
Taranaki,317
Tasman District,107
Unknown,≤100
Waikato,1067
Wellington Region,1216
West Coast,≤100
