Location name,Amount spent (NOK)
Akershus,5886
Aust-Agder,1045
Buskerud,1961
Finnmark,949
Hedmark,2300
Hordaland,5864
Møre og Romsdal,3191
Nord-Trøndelag,1476
Nordland,1799
Oppland,2600
Oslo,9295
Rogaland,4925
Sogn og Fjordane,704
Svalbard and Jan Mayen,≤100
Sør-Trøndelag,3198
Telemark,2731
Troms,1997
Unknown,≤100
Vest-Agder,2939
Vestfold,2769
Østfold,2706
