Page ID,Page name,Disclaimer,Amount spent (BRL),Number of ads in Library
104625758942119,Siga Antenado,Siga Antenado,13290,122
425350744240843,Comitê Internacional da Cruz Vermelha,Comitê Internacional da Cruz Vermelha,7276,268
151189004972368,Panasonic Brasil,Panasonic Brasil,7231,2
136984123032921,Mercedes-Benz Brasil,Mercedes-Benz Brasil,5195,4
157912844276400,Governo da Bahia,Governo da Bahia,4863,20
301774903545521,Brasil Paralelo,Brasil Paralelo,4456,67
175804982467404,Safernet Brasil,Safernet Brasil pago com créditos de anúncio do Facebook,4442,9
113507215403008,Câmara Municipal de São Paulo,Câmara Municipal de São Paulo,4417,55
255804437808407,Vale,Vale,3741,9
286861344662855,Stella Artois,Ambev,3120,6
159103797542,Greenpeace Brasil,Greenpeace Brasil,3012,207
102765671561443,Seu Crédito Aprovado,These ads ran without a disclaimer,2448,29
165175370206522,Citi Brasil,Citi Brasil,2340,6
198849783539777,Buscofem,Buscofem,2112,2
224021551012451,Gerando Falcões,Gerando Falcões,1818,83
1587038224698973,Renova Andes,Renova Andes,1647,22
333720355130,Petrobras,Petrobras,1496,5
101230328792183,Portal Concursos & OAB,PORTAL CURSOS PREPARATORIOS E OAB LTDA,1489,145
104625758942119,Siga Antenado,"ASSOCIACAO ADMINISTRADORA DA FAIXA DE 3,5 GHZ - EAF",1411,19
358687161234,Proteção Animal Mundial,Sociedade Mundial de Proteção Animal - WSPA BRASIL,1405,14
465235726843103,Ambev,Ambev,1115,2
171342419582453,"CNC - Confederação Nacional do Comércio de Bens, Serviços e Turismo","CONFEDERACAO NACIONAL DO COMERCIO DE BENS, SERVICOS E TURISMO - CNC",938,52
113165042099382,Brasil 61,Brasil 61,767,19
330379553673497,Oxfam Brasil,Oxfam Brasil,760,106
111498884648739,Instituto Cultural Vale,Instituto Cultural Vale,683,2
101189854802059,Revista Oeste,Revista Oeste,681,10
194918207213417,IMP Concursos,IMP Concursos,664,11
115630074826485,Auxilio Brasil,These ads ran without a disclaimer,663,3
534805630341699,Idecan Oficial,"INSTITUTO DE DESENVOLVIMENTO EDUCACIONAL, CULTURAL E ASSISTENCIAL NACIONAL",661,10
541089776080092,Sanofi Brasil,Thaina Souza De Campos,654,7
115811301935382,Analice Fernandes,Analice Fernandes,646,3
1453730484882193,Arilson Chiorato,Arilson Maroldi Chiorato,548,32
123323271155574,Virginia Mendes,Virginia Raquel Taveira E Silva Mendes Ferreira,539,4
102856342511936,ICL Notícias,Instituto Conhecimento Liberta,530,36
134450246716954,Governo do Estado de Santa Catarina,SECRETARIA DE ESTADO DA SAÚDE DE SANTA CATARINA,522,2
1767220630177139,Animal Equality Brasil,Animal Equality Brasil,519,5
104738421003389,InvestNews BR,Nubank,509,13
334514343302606,Governo do Estado do Rio Grande do Norte,PUZZLE ADS,488,1
110106808143124,Siricutico,Siricutico Oficial,487,8
224777780881144,Visão Mundial,Visão Mundial,470,12
167035830067775,Prefeitura de Canoas,PREFEITURA DE CANOAS,469,3
448928461819807,Matheus Mafepi,Matheus Mafepi,462,8
102046893217762,Escola de Negócios e Seguros,Escola de Negócios e Seguros,459,4
258088921369,TOTVS,TOTVS,450,21
163893463708223,Marcelo Vitorino,Vitorino & Mendonça,422,16
314916388685112,Deputado Val Ceasa,Deputado Val Ceasa,421,2
169743843175117,Bruno Ganem SP,Bruno Ganem,419,16
343655492351770,Associação Brasileira de Apoiadores Beneméritos do Teatro Guaíra,Associação Brasileira de Apoiadores Beneméritos do Teatro Guaíra,391,4
152338908863109,William Dornela,William Dornela,391,70
170238043113891,Professor Rômulo Passos,Romulo Silva Passos,389,31
481166311940473,Prefeitura de Eunápolis,Prefeitura Municipal de Eunápolis,371,7
112021296931600,Mônica Lopes,IBPOM,368,16
114603584930023,Bruno Ganem - SP,Bruno Ganem,368,3
1211366248899077,Prefeitura de Duque de Caxias,Prefeitura de Duque de Caxias,359,21
105821366170914,PT - Partido dos Trabalhadores,Partido dos Trabalhadores,358,2
303981736949468,Jingle Vinheta,Paulo Magalhaes,357,10
543175155700057,Fernando Fernandes Filho,Claudia Vicenza Funari Sa Borges,355,2
288660317927031,Prefeitura Municipal de Araçatuba,PREFEITURA MUNICIPAL DE ARAÇATUBA,350,4
196452727048562,Governo do Rio Grande do Sul,SECRETARIA DE COMUNICAÇÃO,349,3
1796853600564637,Jair Da Mendes Gomes,ADEJAIR SANCHES DE AGUIAR,337,3
7970426802,WWF-Brasil,WWF-Brasil,328,33
176740279057602,CDL De Belo Horizonte,CAMARA DE DIRIGENTES LOJISTAS DE BELO HORIZONTE,328,7
2031750160222530,Além da Superfície,These ads ran without a disclaimer,316,1
479089705503936,Dep. Ricardo França,Ricardo Longatti França,315,5
611089352393703,Rosangela Donadon - Deputada Estadual,Rosangela Henrique Pereira Donadon,313,6
134450246716954,Governo do Estado de Santa Catarina,Governo do Estado de Santa Catarina,304,14
123884341029248,João Jorge,JOÃO JORGE DE SOUZA,302,4
185875761943,MDB Nacional,MOVIMENTO DEMOCRÁTICO BRASILEIRO,300,2
1483159771974684,Shell,These ads ran without a disclaimer,293,1
251235795032635,Itamar Borges,Itamar Borges,289,6
263199020531986,JOTA,JOTA,284,11
110225312350543,Nova Escola,Associação Nova Escola,283,20
367279553431714,Joel da Harpa,Joel da Harpa,282,4
