Page ID,Page name,Disclaimer,Amount spent (AUD),Number of ads in Library
9480502970,Greenpeace Australia Pacific,Greenpeace Australia Pacific,4274,143
177072498997234,NSW Electoral Commission,NSW Electoral Commission,3879,36
101589645013040,Thrive by Five,Thrive By Five,3293,66
213476079972,Essential Workers Deserve Better,Mark Morey,1956,58
682268945137255,Chris Minns,Chris Minns MP,1649,9
10113538711,WWF-Australia,WWF-Australia,1471,6
146307378744087,The Victorian Electoral Commission,Victorian Electoral Commission,1334,2
1776727752614025,Glencore,Glencore Australia,1226,8
308746806571901,Advance Australia,Advance Australia,1075,77
447447719391089,Health Care Providers Association,Health Care Providers Association,1071,8
92824008332,Plan International Australia,Plan International Australia,1062,13
495731404149305,Koffels Solicitors & Barristers,Koffels Solicitors and Barristers,940,11
14193666340,Australian Conservation Foundation,Australian Conservation Foundation,888,11
182564410468,Australia for UNHCR,Australia for UNHCR,776,108
575557119153505,Department of Planning and Environment,"NSW Department of Planning, Industry and Environment",767,14
345960425540557,The Climate Council,The Climate Council,644,55
494820897261439,Bank Australia,Bank Australia,573,36
112133637214684,Doctors Without Borders / Médecins Sans Frontières (MSF),Médecins Sans Frontières Australia,546,30
107765634022348,Henry Pike MP,Henry Pike MP,533,4
102329728050606,From the Heart,Cape York Institute,503,7
8422338499,The Wilderness Society,The Wilderness Society,470,143
105931422364976,Jacqui Scruby,Jacqui Scruby,426,14
341910905847062,Asylum Seeker Resource Centre (ASRC),Asylum Seeker Resource Centre (ASRC),425,12
2080670615483977,Verve Super,Verve Super,422,2
106791108597531,Future of Local Government Review - Tasmanian Government,Department of Premier and Cabinet,396,5
100157751855023,Wayne Farnham,Wayne R Farnham,388,5
149648047339,Save the Children Australia,Save the Children Australia,374,17
101934832754638,Joeline Hackman,Joeline Pty Ltd,371,8
134712696593275,Dan Andrews,Daniel Andrews MP,356,4
108695110952294,Greens MPs,Greens MPs,350,18
110647840532680,Merge Mayor,These ads ran without a disclaimer,316,1
101013236196328,Victoria Davidson for Lane Cove,Victoria Davidson,314,12
316480331783930,Australian Unions,Australian Unions,292,41
105193414903922,Australian Values,Department of Home Affairs,292,10
106572145637277,Helen Conway for North Shore,Helen Conway,287,5
694832627392516,Prime Super,Prime Super,274,154
504855933190931,Time for Change - Change Aged Care,United Workers Union,252,62
159487260807787,Tindo Solar,Tindo Solar,250,2
352953834815624,Jason Wood MP,Jason Wood MP,248,6
10852627380,World Animal Protection Australia,World Animal Protection Australia,246,10
479405598755720,Women NSW,Women NSW,240,12
329777267205680,ACT Government,ACT Government,226,5
328245481103110,Senator Alex Antic,Alex Antic,222,7
1407148622837316,Empowered Communities,Empowered Communities,220,1
103669462490977,Alyssa Weaver - Greens for Narracan,Victorian Greens,220,4
710266392358023,Future Super,Future Super,212,6
166663303514630,Musicians Australia,Musicians Australia,205,3
2383045228374491,CPAC Australia,Conservative Political Action Network Ltd,192,17
105084998845350,BPH Energy,BPH ENERGY LTD,189,60
495942030479550,Electoral Commission of South Australia,ECSA,189,1
879712192044319,Animal Justice Party NSW,Animal Justice Party NSW,187,22
1943258269309425,Equality Australia,Equality Australia,172,23
147373667055,Senator Nick McKim,Senator Nick McKim,166,2
281530749293959,Rainforest 4,Rainforest 4 Foundation Ltd,160,5
157481181070130,Indigenous Employment Australia,Access,159,68
1670517743250253,Save the Daintree Rainforest,Rainforest 4 Foundation Ltd,159,14
280996218747910,Tim Richardson,Tim Richardson,151,8
21145917717,Powerhouse Museum,Powerhouse Museum,150,4
104946487519114,Hon Nick Goiran MLC,Office of Hon Nick Goiran MLC,150,1
1513078735604544,Dept of Communities and Justice NSW - safer together,Department of Communities and Justice,150,3
100356216050100,Family First Party Australia,Family First Party Australia Ltd,139,6
129209787133659,NSW Nurses and Midwives' Association,NSW Nurses and Midwives' Association,137,4
1415055752091843,The Mandarin,Private Media,132,13
6598599526,Australian Museum,Australian Museum,130,13
1483396328456198,Acciona.Australia,ACCIONA Australia,129,4
616932805013929,MEAA,MEAA,117,3
427125817373739,Peter Malinauskas,South Australian Labor Party,115,5
201569259941273,Hays Australia,These ads ran without a disclaimer,111,2
135933556447881,Australian Republic Movement,Australian Republic Movement,111,7
496680983729627,Chifley Research Centre,Chifley Research Centre,108,9
801533023293160,Binary,Gender Awareness Australia,106,30
272757739102,Engineers Australia,Engineers Australia,105,8
108381455902627,Australian Christian Lobby,Australian Christian Lobby,105,6
115906901777839,Stuart Ayres,Stuart Ayres,104,3
145347352187764,UN Women Australia,UN Women Australia,103,12
655944151127130,SBS Cantonese 廣東話節目,Special Broadcasting Service,102,23
44295826958,Australian Marine Conservation Society,Australian Marine Conservation Society,102,4
154716001389058,Clare O'Neil MP,Clare O'Neil MP,≤100,7
22746335927,Bob Brown Foundation,Bob Brown Foundation,≤100,1
103650197726925,Ali King MP,Ali King,≤100,2
111577958275695,Better BeCause,Better BeCause,≤100,11
110078315248369,Tony Wolfe,Tony Wolfe,≤100,7
100314522404427,Andrew Willcox MP,Liberal National Party of Queensland,≤100,2
161854162881,Greenfleet,Greenfleet,≤100,9
303724473086333,Advocacy Tasmania,Advocacy Tasmania,≤100,2
191570179167,Catherine Hamlin Fistula Foundation,Catherine Hamlin Fistula Foundation,≤100,8
199045310115813,The Urban Developer,The Urban Developer,≤100,6
397230473694314,Queensland Labor,Queensland Labor,≤100,44
89794331215,Oxfam,Oxfam Australia,≤100,15
540911505996048,Steve Dimopoulos MP,Steve Dimopoulos MP,≤100,1
276061352415442,The Australian Institute of Architects,The Australian Institute of Architects,≤100,6
1414406035466037,Jeremy Rockliff,Jeremy Rockliff,≤100,3
143583799749055,Therapy Blanket,These ads ran without a disclaimer,≤100,26
31696258652,WACOSS,Western Australian Council of Social Service,≤100,1
465505093603615,Work180,These ads ran without a disclaimer,≤100,1
708298282615442,Ted O'Brien MP - Federal Member for Fairfax,"Ted O'Brien MP, Federal Member for Fairfax",≤100,1
54138464915,Mackay Regional Council,Mackay Regional Council,≤100,5
165242077409311,Australian Automobile Association,Australian Automobile Association,≤100,4
196586557019555,CPA Australia,CPA Australia,≤100,4
367759967036315,Dr David Honey MLA,Dr David Honey MLA,≤100,1
268606619928735,Voice of the Martyrs Australia,Voice of the Martyrs Australia,≤100,2
802981656440514,CCHR Australia,CCHR Australia,≤100,1
1660905180833979,Parliament of Victoria,Parliament of Victoria,≤100,2
419632568108398,Australian Citizens Party,Australian Citizens Party,≤100,3
726565307466774,Peta Murphy MP Federal Member for Dunkley,Peta Murphy MP Federal Member for Dunkley,≤100,1
409073242479531,Mornington Peninsula Shire,Mornington Peninsula Shire,≤100,4
32799215298,Animals Australia,Animals Australia,≤100,3
667793613281118,Unharm,Unharm,≤100,1
108988681832210,Karen Freyer,Karen Freyer for Vaucluse,≤100,2
127045912874975,Dr Michelle Ananda-Rajah MP,Dr Michelle Ananda-Rajah MP,≤100,6
8013404017,Crikey,Private Media,≤100,6
110956234807678,Senator Fatima Payman,Senator Fatima Payman,≤100,1
1490457217880377,John Pesutto,Liberal Party of Australia (Victorian Division),≤100,4
367759967036315,Dr David Honey MLA,Dr David Honey MLA,≤100,5
106398982296834,South32 Worsley Alumina,Bureau42,≤100,3
273767159580,Physical Disability Council of NSW,Physical Disability Council of NSW,≤100,1
360719903059,Senator Sarah Henderson,Senator Sarah Henderson,≤100,1
105307322261671,Faith in Action,Catholic Education Tasmania,≤100,16
104420342951642,WIRE,WOMENS INFORMATION AND REFERRAL EXCHANGE INCORPORATED,≤100,8
