Page ID,Page name,Disclaimer,Amount spent (ZAR),Number of ads in Library
342643596115773,Safely Home by Western Cape Government,Safely Home by Western Cape Government,1705,1
136956534616,Times LIVE,TimesLIVE,1099,19
114506216924214,Centre For Risk Analysis,Centre For Risk Analysis,769,18
133307190069756,Amnesty International South Africa,Amnesty International South Africa,662,3
6011868110,Democratic Alliance,Democratic Alliance,578,1
740116816003959,Western Cape Government,Western Cape Government,562,2
106172744063430,The Daily Friend,The Daily Friend,420,16
107169379305548,TLU SA,TLU SA,267,6
119736861394881,Financial Mail,BusinessLIVE,245,44
581475018952196,Good,GOOD Political Party,243,3
102765088210163,Action SA,ActionSA,231,6
597918073626793,Democratic Alliance Free State,Democratic Alliance Free State,200,3
105758608971668,Free Speech Union South Africa,Free Speech Union South Africa,169,6
109374997915302,Mayor Geordin Hill-Lewis,Mayor Geordin Hill-Lewis,143,1
1742410059361710,AwakeMzansi,Awake Mzansi,139,1
147301545821830,Vryheidsfront Plus Wes-Kaap / Freedom Front Plus Western Cape,Vryheidsfront Plus / Freedom Front Plus,133,1
2145594122138312,Action Society,Action Society,122,3
181204251979581,NEASA,National Employers' Association of South Africa,106,2
102516258668317,Siza Water,Fahim N Farzanah Dawood,102,2
165246196904704,Sakeliga,Sakeliga,≤100,1
817419378298114,Herman Mashaba,ActionSA,≤100,1
123971017684407,HeraldLIVE - Nelson Mandela Bay,HeraldLIVE,≤100,5
104615812140018,Tyu,These ads ran without a disclaimer,≤100,1
148049779395307,Ukrainian Institute - Український інститут,These ads ran without a disclaimer,≤100,2
109136451414156,Educate Don't Indoctrinate,Educate Don't Indocrinate,≤100,5
794336640617861,Cyril Ramaphosa Foundation,Cyril Ramaphosa Foundation,≤100,5
246425659800809,Free State Central News,Central News,≤100,1
112757083778788,"Economic Daily, China",These ads ran without a disclaimer,≤100,1
118981582262,Sid Roth's It's Supernatural,These ads ran without a disclaimer,≤100,1
110396351742144,DA Tshwane Far East Constituency,Democratic Alliance Gauteng North,≤100,1
101051196020136,Democratic Alliance Durbanville / Blaauwberg 2 Constituency,Democratic Alliance,≤100,1
101591912342369,thinkwise.education,These ads ran without a disclaimer,≤100,1
111502970454772,1st Canadian Visa's,These ads ran without a disclaimer,≤100,1
492984144218541,Morning Worship Moment,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
112220134851421,Under the Sisterhood,These ads ran without a disclaimer,≤100,1
63044235866,UN Climate Change,UN Climate Change with Facebook Ad Credits,≤100,2
110584791401665,GeneZation Show,These ads ran without a disclaimer,≤100,2
608650595820049,The Conqueror Challenges,These ads ran without a disclaimer,≤100,5
104980492469454,T1215-4,These ads ran without a disclaimer,≤100,1
173254003362613,WE ARE CHINA,These ads ran without a disclaimer,≤100,1
101061255238691,Oren Cohen - Prime Real Estate,These ads ran without a disclaimer,≤100,3
2171496466462126,Sulayman Yusuf Koore,These ads ran without a disclaimer,≤100,1
17973644177,Global Peace Foundation,These ads ran without a disclaimer,≤100,1
1492939347703469,MediaTek,These ads ran without a disclaimer,≤100,1
1196196390526965,Facebook Surveys,These ads ran without a disclaimer,≤100,1
918318338180165,CHINT GROUP,These ads ran without a disclaimer,≤100,1
108993827621441,Blak Thoughtz,These ads ran without a disclaimer,≤100,1
1591433164421320,Beco,These ads ran without a disclaimer,≤100,1
