Location name,Amount spent (CHF)
Balzers,≤100
Eschen,≤100
Gamprin,≤100
Mauren,≤100
Planken,≤100
Ruggell,≤100
Schaan,≤100
Schellenberg,≤100
Triesen,≤100
Triesenberg,≤100
Vaduz,≤100
