Location name,Amount spent (CLP)
Antofagasta Region,95765
Araucanía Region,149809
Arica y Parinacota Region,61191
Atacama Region,36987
Aysén Region,19749
Bío Bío Region,338685
Coquimbo Region,104981
Los Lagos Region,113880
Los Ríos Region,59601
Magallanes y la Antártica Chilena Region,26113
Maule Region,115843
O'Higgins Region,106388
Santiago Metropolitan Region,1396196
Tarapacá Region,50551
Unknown,105
Valparaíso Region,304977
